code,extended_name,rel_city_code,is_airport,state_code,rel_country_code,rel_region_code,city_name
zws,stuttgart/de:railway station,str,y,,de,europ,stuttgart
zwt,wittenbe/de:wittenberg railway,zwt,y,,de,europ,wittenberg
zwu,washington/dc/us:dc railway st,was,y,dc,us,namer,washington
zwv,glenview/il/us:railway station,nbu,y,il,us,namer,glenview
zww,hampton/va/us:newport news rai,phf,y,va,us,namer,hampton
zwx,dutch rail zone 28/nl:off-line,zwx,y,,nl,europ,dutch rail zone 28
zwy,dutch rail zone 29/nl:off-line,zwy,y,,nl,europ,dutch rail zone 29
zwz,dutch rail zone 30/nl:off-line,zwz,y,,nl,europ,dutch rail zone 30
zxa,aberdeen scotrail/gb:scotrail,abz,y,,gb,europ,aberdeen scotrail
zxb,jan mayen/no:jan mayen,zxb,y,,no,europ,jan mayen
zxc,bangsund/no:bangsund,zxc,y,,no,europ,bangsund
zxd,vikna/no:vikna,zxd,y,,no,europ,vikna
zxe,edinburgh/gb:scotrail,edi,y,,gb,europ,edinburgh
zxf,roervik/no:roervik,zxf,y,,no,europ,roervik
zxg,gravik/no:gravik,zxg,y,,no,europ,gravik
zxh,soerfjord/no:soerfjord,zxh,y,,no,europ,soerfjord
zxi,roeddey/no:roeddey,zxi,y,,no,europ,roeddey
zxj,fore/no:fore,zxj,y,,no,europ,fore
zxk,baasmo/no:baasmo,zxk,y,,no,europ,baasmo
zxl,skjerstad/no:skjerstad,zxl,y,,no,europ,skjerstad
zxm,rognan/no:railway station,zxm,y,,no,europ,rognan
zxn,leka/no:leka,zxn,y,,no,europ,leka
zxo,fauske/no:railway station,zxo,y,,no,europ,fauske
zxp,perth/gb:scotrail,psl,y,,gb,europ,perth
zxq,solstad/no:off-,zxq,n,,no,europ,solstad
zxr,hemnes/no:hemnes,zxr,y,,no,europ,hemnes
zxs,buffalo/ny/us:exchange st rail,buf,y,ny,us,namer,buffalo
zxt,baku/az:zabrat airport,bak,y,,az,euras,baku
zxx,rade/no:rade rail,zxx,y,,no,europ,rade
zxz,dubai/ae:jumeirah beach,dxb,y,,ae,meast,dubai
zya,amsterdam/nl:centraal railway,ams,y,,nl,europ,amsterdam
zyb,sncb rail network/be:off-line,zyb,y,,be,europ,sncb rail network
zyc,gizycko/pl:gizycko,zyc,n,,pl,eeuro,gizycko
zyd,lisbon/pt:tp bus station,lis,y,,pt,europ,lisbon
zye,eindhoven/nl:railway station,ein,y,,nl,europ,eindhoven
zyf,faro/pt:tp bus station,fao,y,,pt,europ,faro
zyg,gjovik/no:railway station,zyg,y,,no,europ,gjovik
xwi,wigan nw/gb:railway station,xwi,y,,gb,europ,wigan nw
xwk,karlskrona/se:rail stn,rnb,y,,se,europ,karlskrona
xwl,gothenburg/se:railway station,got,y,,se,europ,gothenburg
xwm,hallsberg/se:railway station,xwm,y,,se,europ,hallsberg
xwn,warrington/gb:railway station,xwn,y,,gb,europ,warrington
xwo,woking/gb:railway station,xwo,y,,gb,europ,woking
xwp,hass/se:hassleholm railway sce,xwp,y,,se,europ,hassleholm
xwq,enkopi/se:enkoping railway sce,xwq,y,,se,europ,enkoping
xwr,orebro/se:railway station,orb,y,,se,europ,orebro
xws,swindon/gb:swindon railway,xws,y,,gb,europ,swindon
xwv,varberg/se:railway station,xwv,y,,se,europ,varberg
xww,vienna/at:westbahnhof rail stn,vie,y,,at,europ,vienna
xwx,nassjo/se:railway station,xwx,y,,se,europ,nassjo
xwy,wyoming/on/ca:railway station,xwy,y,on,ca,namer,wyoming
xwz,nykopi/se:nykoping railway sce,xwz,y,,se,europ,nykoping
xxa,alvesta/se:alvesta railway sce,xxa,y,,se,europ,alvesta
xxb,bhadohi/in:off-,xxb,n,,in,asia,bhadohi
xxc,bo/no:railway station,xxc,y,,no,europ,bo
xxd,degerfors/se:railway station,xxd,y,,se,europ,degerfors
xxe,vennesla/no:railway station,xxe,y,,no,europ,vennesla
xxf,scenic flight/nz:off-,xxf,y,,nz,austl,scenic flight
xxg,verdal/no:railway station,xxg,y,,no,europ,verdal
xxh,helicopter scenic/nz,xxh,y,,nz,austl,helicopter scenic
xxi,koping/se:railway station,xxi,y,,se,europ,koping
xxj,budapest/hu:deli railway stati,bud,y,,hu,eeuro,budapest
xxk,katrine/se:katrineholm railway,xxk,y,,se,europ,katrineholm
xxl,lilleh/no:lillehammer rail stn,xxl,y,,no,europ,lillehammer
xxm,mjolby/se:railway station,xxm,y,,se,europ,mjolby
xxn,kil/se:railway station,xxn,y,,se,europ,kil
xxo,leksand/se:railway station,xxo,y,,se,europ,leksand
xxp,potsdam/de:off-,xxp,n,,de,europ,potsdam
xxq,budapest/hu:keleti railway sta,bud,y,,hu,eeuro,budapest
xxr,al/no:railway station,xxr,y,,no,europ,al
xxs,scenic flight/nz:off-,xxs,y,,nz,austl,scenic flight
xxt,arboga/se:railway station,xxt,y,,se,europ,arboga
xxu,hedemora/se:railway station,xxu,y,,se,europ,hedemora
xxv,kumla/se:railway station,xxv,y,,se,europ,kumla
xxx,fictitious point/zz,xxx,y,,zz,none,fictitious point
xxy,ronneby/se:railway station,rnb,y,,se,europ,ronneby
xxz,sundsvall/se:railway station,sdl,y,,se,europ,sundsvall
xya,yandina/sb,xya,y,,sb,austl,yandina
xyb,borlange/falun/se:borlange rai,ble,y,,se,europ,borlange/falun
xyc,herrljunga/se:rail st,xyc,y,,se,europ,herrljunga
xyd,lyon/fr:part-dieu railway stn,lys,y,,fr,europ,lyon part dieu
xye,ye/mm,xye,y,,mm,seasi,ye
xyf,falkoping/se:falkoping rail st,xyf,y,,se,europ,falkoping
xyg,prague/cz:hlavni n railway stn,prg,y,,cz,eeuro,prague
xyh,angelholm/helsingborg/se:helsi,agh,y,,se,europ,angelholm/helsingborg
xyi,flen/se:flen railway sce,xyi,y,,se,europ,flen
xyj,prague/cz:holesovice,prg,y,,cz,eeuro,prague
xyk,norrkoping/se:railway station,nrk,y,,se,europ,norrkoping
xyl,lyon/fr:perrache railway stn,lys,y,,fr,europ,lyon
xym,falkenberg/se:rail st,xym,y,,se,europ,falkenberg
xyn,kristinehamn/se:rail st,xyn,y,,se,europ,kristinehamn
xyo,karls/se:karlshamn railway sce,xyo,y,,se,europ,karlshamn
xyp,avest/se:avesta krylbo railway,xyp,y,,se,europ,avesta krylbo
xyq,angelholm/helsingborg/se:angel,agh,y,,se,europ,angelholm/helsingborg
xyr,yellow river/pg,xyr,y,,pg,austl,yellow river
xyu,solv/se:solvesborg railway sce,xyu,y,,se,europ,solvesborg
xyv,lyon/fr:satolas railway stn,lys,y,,fr,europ,lyon
xyx,sala/se:sala railway sce,xyx,y,,se,europ,sala
xyy,arvika/se:arvika rail station,xyy,y,,se,europ,arvika
xyz,harnosand/se:harnosand rail st,xyz,y,,se,europ,harnosand
xza,zabre/bf,xza,y,,bf,afric,zabre
xzb,casselman/on/ca:railway statio,xzb,y,on,ca,namer,casselman
xzc,glencoe/on/ca:railway station,xzc,y,on,ca,namer,glencoe
xzd,kongsvinger/no:railway station,xzd,y,,no,europ,kongsvinger
xze,rail generic/de:rail generic,xze,y,,de,europ,rail generic
xzf,dammam/sa:dammam port,dmm,y,,sa,meast,dammam
xzj,rail generic/jp:rail generic,xzj,y,,jp,asia,rail generic
xzk,amherst/ns/ca:railway station,xzk,y,ns,ca,namer,amherst
xzl,edmonton/ab/ca:railway station,yea,y,ab,ca,namer,edmonton
xzm,macau/mo:ferry service,mfm,y,,mo,seasi,macau
xzn,avignon/fr:railway station,avn,y,,fr,europ,avignon
xzo,oslo/no:central railway stn,osl,y,,no,europ,oslo
xzp,pass/on/ca:pass,xzp,y,on,ca,namer,pass
xzq,pass ra/se:pass rail (generic),xzq,y,,se,europ,pass rail (generic)
xzr,rail/qc/ca:rail,xzr,y,qc,ca,namer,rail
xzt,trondheim/no:railway station,trd,y,,no,europ,trondheim
xzu,rail generic/ny/us:rail generi,xzu,y,ny,us,namer,rail generic
xzv,toulon/fr:tgv station,tln,y,,fr,europ,toulon
xzx,rail generic/ns/au:rail generi,xzx,y,ns,au,austl,rail generic
xzy,alzey/de:alzey,xzy,n,,de,europ,alzey
yaa,anahim lake/bc/ca,yaa,y,bc,ca,namer,anahim lake
yab,arctic bay/nu/ca,yab,y,nu,ca,namer,arctic bay
yac,cat lake/on/ca,yac,y,on,ca,namer,cat lake
yad,moose lake/mb/ca,yad,y,mb,ca,namer,moose lake
yae,alta lake/bc/ca,yae,y,bc,ca,namer,alta lake
yaf,asbestos hill/qc/ca,yaf,y,qc,ca,namer,asbestos hill
yag,fort frances/on/ca:municipal,yag,y,on,ca,namer,fort frances
yah,lagrande 4/qc/ca,yah,y,qc,ca,namer,lagrande 4
yai,chillan/cl,yai,y,,cl,samer,chillan
yaj,lyall harbour/bc/ca,yaj,y,bc,ca,namer,lyall harbour
yak,yakutat/ak/us,yak,y,ak,us,namer,yakutat
yal,alert bay/bc/ca,yal,y,bc,ca,namer,alert bay
yam,sault ste marie/on/ca,yam,y,on,ca,namer,sault ste marie
yan,yangambi/cd,yan,y,,cd,afric,yangambi
yao,yaounde/cm:yaounde airport,yao,y,,cm,afric,yaounde
yap,yap/fm,yap,y,,fm,pacif,yap
yaq,maple bay/bc/ca,yaq,y,bc,ca,namer,maple bay
yar,lagrande 3/qc/ca,yar,y,qc,ca,namer,lagrande 3
yas,yasawa/fj,yas,y,,fj,austl,yasawa
yat,attawapiskat/on/ca,yat,y,on,ca,namer,attawapiskat
yau,kattiniq/qc/ca:donaldson lake,yau,y,qc,ca,namer,kattiniq
yav,miners bay/bc/ca,yav,y,bc,ca,namer,miners bay
yaw,halifax/ns/ca:shearwater,yhz,y,ns,ca,namer,halifax
yax,angling lake/on/ca,yax,y,on,ca,namer,angling lake
yay,st anthony/nl/ca,yay,y,nl,ca,namer,st anthony
yaz,tofino/bc/ca:tofino airport,yaz,y,bc,ca,namer,tofino
yba,banff/ab/ca,yba,y,ab,ca,namer,banff
ybb,pelly bay/nu/ca:kugaaruk,ybb,y,nu,ca,namer,pelly bay
ybc,baie comeau/qc/ca,ybc,y,qc,ca,namer,baie comeau
ybd,new westminster/bc/ca,ybd,y,bc,ca,namer,new westminster
ybe,uranium city/sk/ca,ybe,y,sk,ca,namer,uranium city
ybf,bamfield/bc/ca,ybf,y,bc,ca,namer,bamfield
ybg,bagotville/qc/ca,ybg,y,qc,ca,namer,bagotville
ybh,bull harbour/bc/ca,ybh,y,bc,ca,namer,bull harbour
ybi,black tickle/nl/ca,ybi,y,nl,ca,namer,black tickle
ybj,baie johan beetz/qc/ca,ybj,y,qc,ca,namer,baie johan beetz
ybk,baker lake/nu/ca,ybk,y,nu,ca,namer,baker lake
ybl,campbell/bc/ca:campbell river,ybl,y,bc,ca,namer,campbell river
ybm,bronson creek/bc/ca,ybm,y,bc,ca,namer,bronson creek
ybn,borden/on/ca,ybn,y,on,ca,namer,borden
ybo,bobquinn lake/bc/ca,ybo,y,bc,ca,namer,bobquinn lake
ybp,yibin/cn,ybp,y,,cn,asia,yibin
ybq,telegraph harbour/bc/ca,ybq,y,bc,ca,namer,telegraph harbour
ybr,brandon/mb/ca,ybr,y,mb,ca,namer,brandon
ybs,opapamiska l/on/ca:musselwhite,ybs,y,on,ca,namer,opapamiska lake
ybt,brochet/mb/ca,ybt,y,mb,ca,namer,brochet
ybv,berens river/mb/ca,ybv,y,mb,ca,namer,berens river
ybw,bedwell harbor/bc/ca,ybw,y,bc,ca,namer,bedwell harbor
ybx,blanc sablon/qc/ca,ybx,y,qc,ca,namer,blanc sablon
yby,bonnyville/ab/ca,yby,y,ab,ca,namer,bonnyville
ybz,toronto/on/ca:union railway st,yto,y,on,ca,namer,toronto
yca,courtenay/bc/ca,yca,y,bc,ca,namer,courtenay
ycb,cambridge bay/nu/ca,ycb,y,nu,ca,namer,cambridge bay
ycc,cornwall/on/ca:regional,ycc,y,on,ca,namer,cornwall
ycd,nanaimo/bc/ca:nanaimo airport,ycd,y,bc,ca,namer,nanaimo
yce,centralia/on/ca,yce,y,on,ca,namer,centralia
ycf,cortes bay/bc/ca,ycf,y,bc,ca,namer,cortes bay
ycg,castlegar/bc/ca,ycg,y,bc,ca,namer,castlegar
ych,miramichi/nb/ca:miramichi,ych,y,nb,ca,namer,miramichi
yci,caribou island/on/ca,yci,y,on,ca,namer,caribou island
ycj,cape st james/bc/ca,ycj,y,bc,ca,namer,cape st james
yck,colville lake/nt/ca,yck,y,nt,ca,namer,colville lake
ycl,charlo/nb/ca,ycl,y,nb,ca,namer,charlo
ycm,st catharines/on/ca,ycm,y,on,ca,namer,st catharines
ycn,cochrane/on/ca,ycn,y,on,ca,namer,cochrane
yco,kugluktuk copp/nu/ca:kugluktuk,yco,y,nu,ca,namer,kugluktuk coppermine
ycp,co op point/mb/ca,ycp,y,mb,ca,namer,co op point
ycq,chetwynd/bc/ca,ycq,y,bc,ca,namer,chetwynd
ycr,cross lake/mb/ca,ycr,y,mb,ca,namer,cross lake
ycs,chesterfield inlet/nu/ca,ycs,y,nu,ca,namer,chesterfield inlet
yct,coronation/ab/ca,yct,y,ab,ca,namer,coronation
ycu,yun cheng/cn,ycu,y,,cn,asia,yun cheng
ycv,cartierville/qc/ca,ycv,y,qc,ca,namer,cartierville
ycw,chilliwack/bc/ca,ycw,y,bc,ca,namer,chilliwack
ycx,gagetown/nb/ca,ycx,y,nb,ca,namer,gagetown
ycy,clyde river/nu/ca,ycy,y,nu,ca,namer,clyde river
ycz,fairmount springs/bc/ca,ycz,y,bc,ca,namer,fairmount springs
yda,dawson city/yt/ca,yda,y,yt,ca,namer,dawson city
ydb,burwash landings/yt/ca,ydb,y,yt,ca,namer,burwash landings
ydc,drayton valley/ab/ca:ind apt,ydc,y,ab,ca,namer,drayton valley
yde,paradise river/nl/ca,yde,y,nl,ca,namer,paradise river
ydf,deer lake/nl/ca,ydf,y,nl,ca,namer,deer lake
ydg,digby/ns/ca,ydg,y,ns,ca,namer,digby
ydh,daniels harbour/nl/ca,ydh,y,nl,ca,namer,daniels harbour
ydi,davis inlet/nl/ca,ydi,y,nl,ca,namer,davis inlet
ydj,hatchet lake/sk/ca,ydj,y,sk,ca,namer,hatchet lake
ydk,main duck island/on/ca,ydk,y,on,ca,namer,main duck island
ydl,dease lake/bc/ca,ydl,y,bc,ca,namer,dease lake
ydn,dauphin/mb/ca,ydn,y,mb,ca,namer,dauphin
ydo,dolbeau/qc/ca:st methode,ydo,y,qc,ca,namer,dolbeau
ydp,nain/nl/ca,ydp,y,nl,ca,namer,nain
ydq,dawson creek/bc/ca,ydq,y,bc,ca,namer,dawson creek
ydr,broadview/sk/ca,ydr,y,sk,ca,namer,broadview
yds,desolation sound/bc/ca,yds,y,bc,ca,namer,desolation sound
ydt,vancouver/bc/ca:boundary bay,yvr,y,bc,ca,namer,vancouver
ydu,kasba lake/nt/ca,ydu,y,nt,ca,namer,kasba lake
ydv,bloodvein/mb/ca,ydv,y,mb,ca,namer,bloodvein
ydw,obre lake/nt/ca:obre lake,ydw,y,nt,ca,namer,obre lake
ydx,doc creek/bc/ca,ydx,y,bc,ca,namer,doc creek
yea,edmonton/ab/ca,yea,n,ab,ca,namer,edmonton
yeb,bar river/on/ca,yeb,y,on,ca,namer,bar river
yec,yecheon/kr,yec,y,,kr,asia,yecheon
yed,edmonton/ab/ca:namao fld,yea,y,ab,ca,namer,edmonton
yeg,edmonton/ab/ca:edmonton intl,yea,y,ab,ca,namer,edmonton
yeh,asaloyeh/ir:asaloyeh,yeh,y,,ir,meast,asaloyeh
yei,bursa/tr:yenisehir,btz,y,,tr,euras,bursa
yek,arviat/nu/ca,yek,y,nu,ca,namer,arviat
yel,elliot lake/on/ca,yel,y,on,ca,namer,elliot lake
yem,manitowaning/on/ca:manitoulin,yem,y,on,ca,namer,manitowaning
yen,estevan/sk/ca,yen,y,sk,ca,namer,estevan
yeo,yeovilton/gb,yeo,y,,gb,europ,yeovilton
yep,estevan point/bc/ca,yep,y,bc,ca,namer,estevan point
yeq,yenkis/pg,yeq,y,,pg,austl,yenkis
yer,fort severn/on/ca,yer,y,on,ca,namer,fort severn
yes,yasouj/ir,yes,y,,ir,meast,yasouj
yet,edson/ab/ca,yet,y,ab,ca,namer,edson
yeu,eureka/nu/ca,yeu,y,nu,ca,namer,eureka
yev,inuvik/nt/ca:inuvik mike zubko,yev,y,nt,ca,namer,inuvik
yey,amos/qc/ca,yey,y,qc,ca,namer,amos
yfa,fort albany/on/ca,yfa,y,on,ca,namer,fort albany
yfb,iqaluit/nu/ca,yfb,y,nu,ca,namer,iqaluit
yfc,fredericton/nb/ca:intl apt,yfc,y,nb,ca,namer,fredericton
yfe,forestville/qc/ca,yfe,y,qc,ca,namer,forestville
yfg,fontanges/qc/ca,yfg,y,qc,ca,namer,fontanges
yfh,fort hope/on/ca,yfh,y,on,ca,namer,fort hope
yfj,snare lake/nt/ca,yfj,y,nt,ca,namer,snare lake
yfl,fort reliance/nt/ca,yfl,y,nt,ca,namer,fort reliance
yfo,flin flon/mb/ca,yfo,y,mb,ca,namer,flin flon
yfr,fort resolution/nt/ca,yfr,y,nt,ca,namer,fort resolution
yfs,fort simpson/nt/ca,yfs,y,nt,ca,namer,fort simpson
yfx,fox harbour/nl/ca,yfx,y,nl,ca,namer,fox harbour
yga,gagnon/qc/ca,yga,y,qc,ca,namer,gagnon
ygb,gillies bay/bc/ca,ygb,y,bc,ca,namer,gillies bay
ygc,grande cache/ab/ca,ygc,y,ab,ca,namer,grande cache
yge,gorge harbor/bc/ca,yge,y,bc,ca,namer,gorge harbor
ygg,ganges harbour/bc/ca,ygg,y,bc,ca,namer,ganges harbour
ygh,fort good hope/nt/ca,ygh,y,nt,ca,namer,fort good hope
ygj,yonago/jp:miho,ygj,y,,jp,asia,yonago
ygk,kingston/on/ca:kingston,ygk,y,on,ca,namer,kingston
ygl,la grande/qc/ca,ygl,y,qc,ca,namer,la grande
ygm,gimli/mb/ca,ygm,y,mb,ca,namer,gimli
ygn,greenway sound/bc/ca,ygn,y,bc,ca,namer,greenway sound
ygo,gods narrows/mb/ca,ygo,y,mb,ca,namer,gods narrows
ygp,gaspe/qc/ca,ygp,y,qc,ca,namer,gaspe
ygq,geraldton/on/ca,ygq,y,on,ca,namer,geraldton
ygs,germansen/bc/ca,ygs,y,bc,ca,namer,germansen
ygt,igloolik/nu/ca,ygt,y,nu,ca,namer,igloolik
ygv,havre st pierre/qc/ca,ygv,y,qc,ca,namer,havre st pierre
ygw,kuujjuarapik/qc/ca,ygw,y,qc,ca,namer,kuujjuarapik
ygx,gillam/mb/ca,ygx,y,mb,ca,namer,gillam
ygy,deception/qc/ca,ygy,y,qc,ca,namer,deception
ygz,grise fiord/nu/ca,ygz,y,nu,ca,namer,grise fiord
yha,port hope simpson/nl/ca,yha,y,nl,ca,namer,port hope simpson
yhb,hudson bay/sk/ca,yhb,y,sk,ca,namer,hudson bay
yhc,hakai pass/bc/ca,yhc,y,bc,ca,namer,hakai pass
yhd,dryden/on/ca:dryden mnpl,yhd,y,on,ca,namer,dryden
yhe,hope/bc/ca,yhe,y,bc,ca,namer,hope
yhf,hearst/on/ca,yhf,y,on,ca,namer,hearst
yhg,charlottetown/nl/ca,yhg,y,nl,ca,namer,charlottetown
yhh,campbell rive/bc/ca:harbor spb,ybl,y,bc,ca,namer,campbell river
yhi,ulukhaktok/nt/ca,yhi,y,nt,ca,namer,ulukhaktok
yhk,gjoa haven/nu/ca,yhk,y,nu,ca,namer,gjoa haven
yhm,hamilton/on/ca:jc munro intla,yto,y,on,ca,namer,hamilton
yhn,hornepayne/on/ca,yhn,y,on,ca,namer,hornepayne
yho,hopedale/nl/ca,yho,y,nl,ca,namer,hopedale
yhp,poplar hill/on/ca,yhp,y,on,ca,namer,poplar hill
yhr,chevery/qc/ca,yhr,y,qc,ca,namer,chevery
yhs,sechelt/bc/ca,yhs,y,bc,ca,namer,sechelt
yht,haines junction/yt/ca,yht,y,yt,ca,namer,haines junction
yhu,montreal/qc/ca:st hubert,ymq,y,qc,ca,namer,montreal
yhy,hay river/nt/ca,yhy,y,nt,ca,namer,hay river
yhz,halifax/ns/ca:stanfield intl,yhz,y,ns,ca,namer,halifax
yib,atikokan/on/ca,yib,y,on,ca,namer,atikokan
yif,pakuashipi/qc/ca,yif,y,qc,ca,namer,pakuashipi
yig,big bay marina/bc/ca,yig,y,bc,ca,namer,big bay marina
yih,yichang/cn,yih,y,,cn,asia,yichang
yik,ivujivik/qc/ca,yik,y,qc,ca,namer,ivujivik
yin,yining/cn,yin,y,,cn,asia,yining
yio,pond inlet/nu/ca,yio,y,nu,ca,namer,pond inlet
yip,detroit/mi/us:willow run,dtt,y,mi,us,namer,detroit
yiv,island lk garden hill/mb/ca,yiv,y,mb,ca,namer,island lk garden hill
yiw,yiwu/cn,yiw,y,,cn,asia,yiwu
yja,jasper/ab/ca:hinton,yja,y,ab,ca,namer,jasper
yjf,fort liard/nt/ca,yjf,y,nt,ca,namer,fort liard
yjn,st jean/qc/ca,yjn,y,qc,ca,namer,st jean
yjo,johnny mountain/bc/ca,yjo,y,bc,ca,namer,johnny mountain
yjp,jasper hinton/ab/ca,yjp,y,ab,ca,namer,jasper hinton
yjt,stephenville/nl/ca,yjt,y,nl,ca,namer,stephenville
yka,kamloops/bc/ca,yka,y,bc,ca,namer,kamloops
ykc,collins bay/sk/ca,ykc,y,sk,ca,namer,collins bay
ykd,kincardine/on/ca:township,ykd,y,on,ca,namer,kincardine
yke,knee lake/mb/ca,yke,y,mb,ca,namer,knee lake
ykf,kitchener/on/ca:waterloo regc,ykf,y,on,ca,namer,kitchener
ykg,kangirsuk/qc/ca,ykg,y,qc,ca,namer,kangirsuk
yki,kennosao lake/mb/ca,yki,y,mb,ca,namer,kennosao lake
ykj,key lake/sk/ca,ykj,y,sk,ca,namer,key lake
ykk,kitkatla/bc/ca,ykk,y,bc,ca,namer,kitkatla
ykl,schefferville/qc/ca,ykl,y,qc,ca,namer,schefferville
ykm,yakima/wa/us:air terminal,ykm,y,wa,us,namer,yakima
ykn,yankton/sd/us:chan gurney,ykn,y,sd,us,namer,yankton
ykq,waskaganish/qc/ca,ykq,y,qc,ca,namer,waskaganish
yks,yakutsk/ru,yks,y,,ru,euras,yakutsk
ykt,klemtu/bc/ca,ykt,y,bc,ca,namer,klemtu
yku,chisasibi/qc/ca,yku,y,qc,ca,namer,chisasibi
ykx,kirkland lake/on/ca,ykx,y,on,ca,namer,kirkland lake
yky,kindersley/sk/ca,yky,y,sk,ca,namer,kindersley
ykz,toronto/on/ca:buttonville,yto,y,on,ca,namer,toronto
yla,langara/bc/ca,yla,y,bc,ca,namer,langara
ylb,lac biche/ab/ca,ylb,y,ab,ca,namer,lac biche
ylc,kimmirut lake harbour/nu/ca,ylc,y,nu,ca,namer,kimmirut lake harbour
yld,chapleau/on/ca,yld,y,on,ca,namer,chapleau
yle,wha ti lac la martre/nt/ca:wha,yle,y,nt,ca,namer,wha ti lac la martre
ylf,laforges/qc/ca,ylf,y,qc,ca,namer,laforges
ylg,yalgoo/wa/au,ylg,y,wa,au,austl,yalgoo
ylh,lansdowne house/on/ca,ylh,y,on,ca,namer,lansdowne house
yli,ylivieska/fi,yli,y,,fi,europ,ylivieska
ylj,meadow lake/sk/ca,ylj,y,sk,ca,namer,meadow lake
ylk,oro station/on/ca:lake simcoe,ylk,y,on,ca,namer,oro station
yll,lloydminster/ab/ca,yll,y,ab,ca,namer,lloydminster
ylm,clinton creek/yt/ca,ylm,y,yt,ca,namer,clinton creek
yln,yilan/cn,yln,y,,cn,asia,yilan
ylo,shilo/mb/ca:shilo,ylo,y,mb,ca,namer,shilo
ylp,mingan/qc/ca,ylp,y,qc,ca,namer,mingan
ylq,la tuque/qc/ca,ylq,y,qc,ca,namer,la tuque
ylr,leaf rapids/mb/ca,ylr,y,mb,ca,namer,leaf rapids
ylt,alert/nu/ca,ylt,y,nu,ca,namer,alert
ylw,kelowna/bc/ca,ylw,y,bc,ca,namer,kelowna
ylx,long point/on/ca,ylx,y,on,ca,namer,long point
yly,langley/bc/ca:langley regional,yly,y,bc,ca,namer,langley
yma,mayo/yt/ca,yma,y,yt,ca,namer,mayo
ymb,merritt/bc/ca,ymb,y,bc,ca,namer,merritt
ymc,maricourt airstrip/qc/ca,ymc,y,qc,ca,namer,maricourt airstrip
ymd,mould bay/nu/ca,ymd,y,nu,ca,namer,mould bay
yme,matane/qc/ca,yme,y,qc,ca,namer,matane
ymf,montagne harbor/bc/ca,ymf,y,bc,ca,namer,montagne harbor
ymg,manitouwadge/on/ca,ymg,y,on,ca,namer,manitouwadge
ymh,mary's harbour/nl/ca,ymh,y,nl,ca,namer,mary's harbour
ymi,minaki/on/ca,ymi,y,on,ca,namer,minaki
ymj,moose jaw/sk/ca,ymj,y,sk,ca,namer,moose jaw
yml,murray bay/qc/ca:charlevoix,yml,y,qc,ca,namer,murray bay
ymm,fort mcmurray/ab/ca,ymm,y,ab,ca,namer,fort mcmurray
ymn,makkovik/nl/ca,ymn,y,nl,ca,namer,makkovik
ymo,moosonee/on/ca,ymo,y,on,ca,namer,moosonee
ymp,port mcneil/bc/ca,ymp,y,bc,ca,namer,port mcneil
ymq,montreal/qc/ca,ymq,n,qc,ca,namer,montreal
ymr,merry island/bc/ca,ymr,y,bc,ca,namer,merry island
yms,yurimaguas/pe,yms,y,,pe,samer,yurimaguas
ymt,chibougamau/qc/ca,ymt,y,qc,ca,namer,chibougamau
ymw,maniwaki/qc/ca,ymw,y,qc,ca,namer,maniwaki
ymx,montreal/qc/ca:mirabel,ymq,y,qc,ca,namer,montreal
ymy,montreal/qc/ca:downtown railwa,ymq,y,qc,ca,namer,montreal
yna,natashquan/qc/ca,yna,y,qc,ca,namer,natashquan
ynb,yanbu/sa,ynb,y,,sa,meast,yanbu
ync,wemindji/qc/ca,ync,y,qc,ca,namer,wemindji
ynd,ottawa/qc/ca:gatineau,yow,y,qc,ca,namer,ottawa
yne,norway house/mb/ca,yne,y,mb,ca,namer,norway house
ynf,corner brook/nl/ca:deer lake,ynf,y,nl,ca,namer,corner brook
yng,youngstown warren/oh/us,yng,y,oh,us,namer,youngstown warren
ynh,hudson's hope/bc/ca:hudson hop,ynh,y,bc,ca,namer,hudson's hope
yni,nitchequon/qc/ca,yni,y,qc,ca,namer,nitchequon
ynj,yanji/cn,ynj,y,,cn,asia,yanji
ynk,nootka sound/bc/ca,ynk,y,bc,ca,namer,nootka sound
ynl,points north land/sk/ca,ynl,y,sk,ca,namer,points north land
ynm,matagami/qc/ca,ynm,y,qc,ca,namer,matagami
ynn,yandicoogi/wa/au:yandi airport,ynn,y,wa,au,austl,yandicoogina
yno,north spirit lake/on/ca,yno,y,on,ca,namer,north spirit lake
ynp,natuashish/nl/ca:natuashish,ynp,y,nl,ca,namer,natuashish
ynr,arnes/mb/ca,ynr,y,mb,ca,namer,arnes
yns,nemiscau/qc/ca,yns,y,qc,ca,namer,nemiscau
ynt,yantai/cn:laishan,ynt,y,,cn,asia,yantai
yny,yangyang/kr,yny,y,,kr,asia,yangyang
ynz,yancheng/cn,ynz,y,,cn,asia,yancheng
yoa,ekati/nt/ca:ekati airport,yoa,y,nt,ca,namer,ekati
yoc,old crow/yt/ca,yoc,y,yt,ca,namer,old crow
yod,cold lake/ab/ca,yod,y,ab,ca,namer,cold lake
yoe,falher/ab/ca,yoe,y,ab,ca,namer,falher
yog,ogoki/on/ca,yog,y,on,ca,namer,ogoki
yoh,oxford house/mb/ca,yoh,y,mb,ca,namer,oxford house
yoj,high level/ab/ca:footner lake,yoj,y,ab,ca,namer,high level
yok,yokohama/jp,yok,y,,jp,asia,yokohama
yol,yola/ng,yol,y,,ng,afric,yola
yoo,oshawa/on/ca,yoo,y,on,ca,namer,oshawa
