TZ_GROUP,REL_COUNTRY_CODE,YEAR,DIFFER_GMT,DIFFER_SIGN,DAYLIGHT_SAVINGS,ED,DD,ED_STATUS,DD_STATUS,HEMISPHERE
053,GB,2003,0,P,4,30/03/2003,26/10/2003,V,V,N
,GD,2003,16,N,0,,,V,V,N
170,GE,2003,16,P,0,,,V,V,N
,GF,2003,12,N,0,,,V,V,N
054,GI,2003,4,P,4,31/03/2003,27/10/2003,V,V,N
056,GL,2003,16,N,4,07/04/2003,27/10/2003,V,V,N
057,GL,2003,4,N,4,31/03/2003,27/10/2003,V,V,N
,GM,2003,0,P,0,,,V,V,N
,GQ,2003,4,P,0,,,V,V,N
058,GR,2003,8,P,4,31/03/2003,27/10/2003,V,V,N
119,GT,2003,24,N,0,,,V,V,N
,GU,2003,40,P,0,,,V,V,N
,GY,2003,16,N,0,,,V,V,N
,HK,2003,32,P,0,,,V,V,N
152,HR,2003,4,P,4,31/03/2003,27/10/2003,V,V,N
059,HT,2003,20,N,0,07/04/2003,27/10/2003,V,V,N
060,HU,2003,4,P,4,31/03/2003,27/10/2003,V,V,N
061,ID,2003,28,P,0,,,V,V,S
063,ID,2003,36,P,0,,,V,V,S
065,IL,2003,8,P,4,31/03/2003,05/10/2003,V,V,N
,IN,2003,22,P,0,,,V,V,N
066,IQ,2003,12,P,4,02/04/2003,02/10/2003,V,V,N
120,IR,2003,14,P,0,,,V,V,N
,IS,2003,0,P,0,,,V,V,N
,JM,2003,20,N,0,,,V,V,N
068,JO,2003,8,P,4,28/03/2003,31/10/2003,V,V,N
,JP,2003,36,P,0,,,V,V,N
,KE,2003,12,P,0,,,V,V,N
,KH,2003,28,P,0,,,V,V,N
069,KI,2003,48,P,0,,,V,V,S
070,KI,2003,56,P,0,,,V,V,S
071,KI,2003,52,P,0,,,V,V,S
,KM,2003,12,P,0,,,V,V,S
,KN,2003,16,N,0,,,V,V,N
,KP,2003,36,P,0,,,V,V,N
,KR,2003,36,P,0,,,V,V,N
,KW,2003,12,P,0,,,V,V,N
,KY,2003,20,N,0,,,V,V,N
133,KZ,2003,24,P,0,,,V,V,N
162,KZ,2003,20,P,0,,,V,V,N
164,KZ,2003,24,P,0,,,V,V,N
,LA,2003,28,P,0,,,V,V,N
072,LB,2003,8,P,4,30/03/2003,26/10/2003,V,V,N
001,AD,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 02:00:00,V,V,N
001,AD,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 02:00:00,V,V,N
,AE,2005,16,P,0,,,V,V,N
,AE,2006,16,P,0,,,V,V,N
,AF,2005,18,P,0,,,V,V,N
,AF,2006,18,P,0,,,V,V,N
,AG,2005,16,N,0,,,V,V,N
,AG,2006,16,N,0,,,V,V,N
,AI,2005,16,N,0,,,V,V,N
,AI,2006,16,N,0,,,V,V,N
002,AL,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
002,AL,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
151,AM,2005,16,P,4,26/03/2005 22:00:00,29/10/2005 22:00:00,V,V,N
151,AM,2006,16,P,4,25/03/2006 22:00:00,28/10/2006 22:00:00,V,V,N
,AN,2005,16,N,0,,,V,V,N
,AN,2006,16,N,0,,,V,V,N
,AO,2005,4,P,0,,,V,V,S
,AO,2006,4,P,0,,,V,V,S
,AQ,2005,0,P,0,,,V,V,S
,AQ,2006,0,P,0,,,V,V,S
003,AR,2005,12,N,0,,,V,V,S
003,AR,2006,12,N,0,,,V,V,S
,AS,2005,44,N,0,,,V,V,S
,AS,2006,44,N,0,,,V,V,S
005,AT,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
005,AT,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
006,AU,2005,42,P,2,29/10/2005 15:30:00,26/03/2005 15:00:00,V,V,S
006,AU,2006,42,P,2,28/10/2006 15:30:00,25/03/2006 15:00:00,V,V,S
007,AU,2005,40,P,4,29/10/2005 16:00:00,26/03/2005 16:00:00,V,V,S
007,AU,2006,40,P,4,28/10/2006 16:00:00,25/03/2006 16:00:00,V,V,S
008,AU,2005,40,P,4,01/10/2005 16:00:00,26/03/2005 16:00:00,V,V,S
008,AU,2006,40,P,4,07/10/2006 16:00:00,25/03/2006 16:00:00,V,V,S
009,AU,2005,38,P,4,29/10/2005 16:30:00,26/03/2005 16:30:00,V,V,S
009,AU,2006,38,P,4,28/10/2006 16:30:00,25/03/2006 16:30:00,V,V,S
010,AU,2005,38,P,0,,,V,V,S
010,AU,2006,38,P,0,,,V,V,S
011,AU,2005,32,P,4,29/10/2005 18:00:00,26/03/2005 18:00:00,V,V,S
011,AU,2006,32,P,4,28/10/2006 18:00:00,25/03/2006 18:00:00,V,V,S
131,AU,2005,40,P,0,,,V,V,S
131,AU,2006,40,P,0,,,V,V,S
,AW,2005,16,N,0,,,V,V,N
,AW,2006,16,N,0,,,V,V,N
150,AZ,2005,16,P,4,27/03/2005,30/10/2005,V,V,N
150,AZ,2006,16,P,4,26/03/2006,29/10/2006,V,V,N
154,BA,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
154,BA,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
,BB,2005,16,N,0,,,V,V,N
,BB,2006,16,N,0,,,V,V,N
,BD,2005,24,P,0,,,V,V,N
,BD,2006,24,P,0,,,V,V,N
012,BE,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
012,BE,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
,BF,2005,0,P,0,,,V,V,N
,BF,2006,0,P,0,,,V,V,N
013,BG,2005,8,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
013,BG,2006,8,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
,BH,2005,12,P,0,,,V,V,N
,BH,2006,12,P,0,,,V,V,N
,BI,2005,8,P,0,,,V,V,S
,BI,2006,8,P,0,,,V,V,S
,BJ,2005,4,P,0,,,V,V,N
,BJ,2006,4,P,0,,,V,V,N
014,BM,2005,16,N,4,03/04/2005 06:00:00,30/10/2005 05:00:00,V,V,N
014,BM,2006,16,N,4,02/04/2006 06:00:00,29/10/2006 05:00:00,V,V,N
,BN,2005,32,P,0,,,V,V,N
,BN,2006,32,P,0,,,V,V,N
,BO,2005,16,N,0,,,V,V,S
,BO,2006,16,N,0,,,V,V,S
015,BR,2005,12,N,4,16/10/2005 03:00:00,19/02/2005 02:00:00,V,V,S
015,BR,2006,12,N,4,04/11/2006 03:00:00,18/02/2006 02:00:00,V,V,S
016,BR,2005,12,N,0,,,V,V,S
016,BR,2006,12,N,0,,,V,V,S
017,BR,2005,16,N,4,16/10/2005 04:00:00,19/02/2005 03:00:00,V,V,S
017,BR,2006,16,N,4,04/11/2006 04:00:00,18/02/2006 03:00:00,V,V,S
018,BR,2005,16,N,0,,,V,V,S
018,BR,2006,16,N,0,,,V,V,S
019,BR,2005,20,N,0,,,V,V,S
019,BR,2006,20,N,0,,,V,V,S
020,BR,2005,8,N,0,,,V,V,S
020,BR,2006,8,N,0,,,V,V,S
021,BS,2005,20,N,4,03/04/2005 07:00:00,30/10/2005 06:00:00,V,V,N
021,BS,2006,20,N,4,02/04/2006 07:00:00,29/10/2006 06:00:00,V,V,N
,BT,2005,24,P,0,,,V,V,N
,BT,2006,24,P,0,,,V,V,N
,BW,2005,8,P,0,,,V,V,S
,BW,2006,8,P,0,,,V,V,S
129,BY,2005,8,P,4,27/03/2005,30/10/2005,V,V,N
129,BY,2006,8,P,4,26/03/2006,29/10/2006,V,V,N
,BZ,2005,24,N,0,,,V,V,N
,BZ,2006,24,N,0,,,V,V,N
022,CA,2005,14,N,4,03/04/2005 05:30:00,30/10/2005 04:30:00,V,V,N
022,CA,2006,14,N,4,02/04/2006 05:30:00,29/10/2006 04:30:00,V,V,N
023,CA,2005,16,N,4,03/04/2005 06:00:00,30/10/2005 05:00:00,V,V,N
023,CA,2006,16,N,4,02/04/2006 06:00:00,29/10/2006 05:00:00,V,V,N
024,CA,2005,16,N,0,,,V,V,N
024,CA,2006,16,N,0,,,V,V,N
025,CA,2005,20,N,4,03/04/2005 07:00:00,30/10/2005 06:00:00,V,V,N
025,CA,2006,20,N,4,02/04/2006 07:00:00,29/10/2006 06:00:00,V,V,N
026,CA,2005,20,N,0,,,V,V,N
026,CA,2006,20,N,0,,,V,V,N
027,CA,2005,24,N,4,03/04/2005 08:00:00,30/10/2005 07:00:00,V,V,N
027,CA,2006,24,N,4,02/04/2006 08:00:00,29/10/2006 07:00:00,V,V,N
028,CA,2005,24,N,0,,,V,V,N
028,CA,2006,24,N,0,,,V,V,N
029,CA,2005,28,N,4,03/04/2005 09:00:00,30/10/2005 08:00:00,V,V,N
029,CA,2006,28,N,4,02/04/2006 09:00:00,29/10/2006 08:00:00,V,V,N
030,CA,2005,28,N,0,,,V,V,N
030,CA,2006,28,N,0,,,V,V,N
031,CA,2005,32,N,4,03/04/2005 10:00:00,30/10/2005 09:00:00,V,V,N
031,CA,2006,32,N,4,02/04/2006 10:00:00,29/10/2006 09:00:00,V,V,N
,CC,2005,26,P,0,,,V,V,S
,CC,2006,26,P,0,,,V,V,S
166,CD,2005,4,P,0,,,V,V,N
166,CD,2006,4,P,0,,,V,V,N
167,CD,2005,8,P,0,,,V,V,N
167,CD,2006,8,P,0,,,V,V,N
,CF,2005,4,P,0,,,V,V,N
,CF,2006,4,P,0,,,V,V,N
,CG,2005,4,P,0,,,V,V,N
,CG,2006,4,P,0,,,V,V,N
032,CH,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
032,CH,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
,CI,2005,0,P,0,,,V,V,N
,CI,2006,0,P,0,,,V,V,N
,CK,2005,40,N,0,,,V,V,S
,CK,2006,40,N,0,,,V,V,S
033,CL,2005,16,N,4,09/10/2005 04:00:00,13/03/2005 03:00:00,V,V,S
033,CL,2006,16,N,4,08/10/2006 04:00:00,12/03/2006 03:00:00,V,V,S
034,CL,2005,24,N,4,09/10/2005 06:00:00,13/03/2005 05:00:00,V,V,S
034,CL,2006,24,N,4,08/10/2006 06:00:00,12/03/2006 05:00:00,V,V,S
,CM,2005,4,P,0,,,V,V,N
,CM,2006,4,P,0,,,V,V,N
035,CN,2005,32,P,0,,,V,V,N
035,CN,2006,32,P,0,,,V,V,N
132,CO,2005,20,N,0,,,V,V,N
132,CO,2006,20,N,0,,,V,V,N
036,CR,2005,24,N,0,,,V,V,N
036,CR,2006,24,N,0,,,V,V,N
038,CU,2005,20,N,4,27/03/2005 05:00:00,30/10/2005 05:00:00,V,V,N
038,CU,2006,20,N,4,26/03/2006 05:00:00,29/10/2006 05:00:00,V,V,N
,CV,2005,4,N,0,,,V,V,N
,CV,2006,4,N,0,,,V,V,N
,CX,2005,28,P,0,,,V,V,S
,CX,2006,28,P,0,,,V,V,S
039,CY,2005,8,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
039,CY,2006,8,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
037,CZ,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
037,CZ,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
040,DE,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
,DJ,2005,12,P,0,,,V,V,N
,DJ,2006,12,P,0,,,V,V,N
041,DK,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
041,DK,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
,DM,2005,16,N,0,,,V,V,N
,DM,2006,16,N,0,,,V,V,N
174,DO,2005,16,N,0,,,V,V,N
174,DO,2006,16,N,0,,,V,V,N
,DZ,2005,4,P,0,,,V,V,N
,DZ,2006,4,P,0,,,V,V,N
042,EC,2005,20,N,4,,,V,V,N
043,EC,2005,24,N,4,,,V,V,N
124,EE,2005,8,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
124,EE,2006,8,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
044,EG,2005,8,P,4,28/04/2005 22:00:00,28/09/2005 21:00:00,V,V,N
044,EG,2006,8,P,4,27/04/2006 22:00:00,27/09/2006 21:00:00,V,V,N
157,ER,2005,12,P,0,,,V,V,N
157,ER,2006,12,P,0,,,V,V,N
045,ES,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
046,ES,2005,0,P,4,27/03/2005 02:00:00,30/10/2005 02:00:00,V,V,N
,ET,2005,12,P,0,,,V,V,N
,ET,2006,12,P,0,,,V,V,N
047,FI,2005,8,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
047,FI,2006,8,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
169,FJ,2005,48,P,0,,,V,V,S
169,FJ,2006,48,P,0,,,V,V,S
048,FK,2005,16,N,4,04/09/2005 06:00:00,22/04/2005 05:00:00,V,V,S
048,FK,2006,16,N,4,03/09/2006 06:00:00,22/04/2006 05:00:00,V,V,S
049,FM,2005,40,P,0,,,V,V,S
049,FM,2006,40,P,0,,,V,V,S
050,FM,2005,44,P,0,,,V,V,S
050,FM,2006,44,P,0,,,V,V,S
051,FO,2005,0,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
051,FO,2006,0,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
,GA,2005,4,P,0,,,V,V,N
,GA,2006,4,P,0,,,V,V,N
053,GB,2005,0,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
,GD,2005,16,N,0,,,V,V,N
,GD,2006,16,N,0,,,V,V,N
170,GE,2005,16,P,4,27/03/2005 02:00:00,01/01/2006,V,U,N
170,GE,2006,16,P,0,,,V,V,N
,GF,2005,12,N,0,,,V,V,N
,GF,2006,12,N,0,,,V,V,N
,GH,2005,0,P,0,,,V,V,N
,GH,2006,0,P,0,,,V,V,N
054,GI,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
054,GI,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
,AE,2008,16,P,0,,,V,V,N
,AF,2007,18,P,0,,,V,V,N
003,AR,2008,12,N,0,,,V,V,S
,AS,2007,44,N,0,,,V,V,S
011,AU,2009,32,P,4,01/01/2010,28/03/2009 18:00:00,U,V,S
013,BG,2007,8,P,4,25/03/2007 01:00:00,28/10/2007 01:00:00,V,V,N
016,BR,2008,12,N,0,,,V,V,S
016,BR,2009,12,N,0,,,V,V,S
129,BY,2008,8,P,4,30/03/2008,26/10/2008,V,V,N
029,CA,2008,28,N,4,09/03/2008 09:00:00,02/11/2008 08:00:00,V,V,N
,CI,2008,0,P,0,,,V,V,N
,CK,2007,40,N,0,,,V,V,S
,CV,2007,4,N,0,,,V,V,N
,CV,2008,4,N,0,,,V,V,N
042,EC,2007,20,N,4,,,V,V,N
042,EC,2008,20,N,4,,,V,V,N
048,FK,2009,16,N,4,01/01/2010,19/04/2009 05:00:00,U,V,S
054,GI,2008,4,P,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
,GU,2007,40,P,0,,,V,V,N
,GY,2007,16,N,0,,,V,V,N
,GY,2008,16,N,0,,,V,V,N
064,IE,2007,0,P,4,25/03/2007 01:00:00,28/10/2007 01:00:00,V,V,N
068,JO,2008,8,P,4,27/03/2008 22:00:00,30/10/2008 21:00:00,V,V,N
,KN,2008,16,N,0,,,V,V,N
,KP,2007,36,P,0,,,V,V,N
072,LB,2008,8,P,4,29/03/2008 22:00:00,25/10/2008 21:00:00,V,V,N
122,LY,2008,8,P,0,,,V,V,N
,MA,2007,0,P,0,,,V,V,N
,MM,2007,26,P,0,,,V,V,N
,MM,2008,26,P,0,,,V,V,N
,MV,2007,20,P,0,,,V,V,N
,MV,2008,20,P,0,,,V,V,N
004,NA,2009,4,P,4,01/01/2010,05/04/2009,U,V,S
,NU,2008,44,N,0,,,V,V,S
084,NZ,2007,48,P,4,06/10/2007 14:00:00,17/03/2007 14:00:00,V,V,S
158,PT,2008,4,N,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
142,RU,2008,24,P,4,29/03/2008 20:00:00,25/10/2008 20:00:00,V,V,N
,SC,2007,16,P,0,,,V,V,S
,SC,2008,16,P,0,,,V,V,S
055,GL,2005,12,N,4,27/03/2005 01:00:00,29/10/2005 01:00:00,V,V,N
055,GL,2006,12,N,4,26/03/2006 01:00:00,28/10/2006 01:00:00,V,V,N
056,GL,2005,16,N,4,03/04/2005 06:00:00,30/10/2005 05:00:00,V,V,N
056,GL,2006,16,N,4,02/04/2006 06:00:00,29/10/2006 05:00:00,V,V,N
057,GL,2005,4,N,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
057,GL,2006,4,N,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
,GM,2005,0,P,0,,,V,V,N
,GM,2006,0,P,0,,,V,V,N
,GN,2005,0,P,0,,,V,V,N
,GN,2006,0,P,0,,,V,V,N
,GP,2005,16,N,0,,,V,V,N
,GP,2006,16,N,0,,,V,V,N
,GQ,2005,4,P,0,,,V,V,N
,GQ,2006,4,P,0,,,V,V,N
058,GR,2005,8,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
058,GR,2006,8,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
119,GT,2005,24,N,0,,,V,V,N
119,GT,2006,24,N,0,,,V,V,N
,GU,2005,40,P,0,,,V,V,N
,GU,2006,40,P,0,,,V,V,N
,GW,2005,0,P,0,,,V,V,N
,GW,2006,0,P,0,,,V,V,N
,GY,2005,16,N,0,,,V,V,N
,GY,2006,16,N,0,,,V,V,N
,HK,2005,32,P,0,,,V,V,N
,HK,2006,32,P,0,,,V,V,N
,HN,2005,24,N,0,,,V,V,N
,HN,2006,24,N,0,,,V,V,N
152,HR,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
152,HR,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
059,HT,2005,20,N,0,03/04/2005 05:00:00,30/10/2005 04:00:00,V,V,N
059,HT,2006,20,N,0,02/04/2006 05:00:00,29/10/2006 04:00:00,V,V,N
060,HU,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
060,HU,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
061,ID,2005,28,P,0,,,V,V,S
061,ID,2006,28,P,0,,,V,V,S
062,ID,2005,32,P,0,,,V,V,S
062,ID,2006,32,P,0,,,V,V,S
063,ID,2005,36,P,0,,,V,V,S
063,ID,2006,36,P,0,,,V,V,S
064,IE,2005,0,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
064,IE,2006,0,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
065,IL,2005,8,P,4,27/03/2005,08/10/2005 23:00:00,V,V,N
065,IL,2006,8,P,4,26/03/2006,30/09/2006 23:00:00,V,V,N
,IN,2005,22,P,0,,,V,V,N
,IN,2006,22,P,0,,,V,V,N
066,IQ,2005,12,P,4,01/04/2005,01/10/2005,V,V,N
066,IQ,2006,12,P,4,01/04/2006,01/10/2006,V,V,N
120,IR,2005,14,P,4,21/03/2005,21/09/2005 23:00:00,V,V,N
120,IR,2006,14,P,0,,,V,V,N
,IS,2005,0,P,0,,,V,V,N
,IS,2006,0,P,0,,,V,V,N
067,IT,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
,JM,2005,20,N,0,,,V,V,N
,JM,2006,20,N,0,,,V,V,N
068,JO,2005,8,P,4,31/03/2005 22:00:00,27/10/2005 21:00:00,V,V,N
068,JO,2006,8,P,4,30/03/2006 22:00:00,26/10/2006 21:00:00,V,V,N
,JP,2005,36,P,0,,,V,V,N
,JP,2006,36,P,0,,,V,V,N
,KE,2005,12,P,0,,,V,V,N
,KE,2006,12,P,0,,,V,V,N
134,KG,2005,24,P,4,27/03/2005 02:30:00,12/12/2005,V,V,N
134,KG,2006,24,P,0,,,V,V,N
,KH,2005,28,P,0,,,V,V,N
,KH,2006,28,P,0,,,V,V,N
069,KI,2005,48,P,0,,,V,V,S
069,KI,2006,48,P,0,,,V,V,S
070,KI,2005,56,P,0,,,V,V,S
070,KI,2006,56,P,0,,,V,V,S
071,KI,2005,52,P,0,,,V,V,S
071,KI,2006,52,P,0,,,V,V,S
,KM,2005,12,P,0,,,V,V,S
,KM,2006,12,P,0,,,V,V,S
,KN,2005,16,N,0,,,V,V,N
,KN,2006,16,N,0,,,V,V,N
,KP,2005,36,P,0,,,V,V,N
,KP,2006,36,P,0,,,V,V,N
,KR,2005,36,P,0,,,V,V,N
,KR,2006,36,P,0,,,V,V,N
,KW,2005,12,P,0,,,V,V,N
,KW,2006,12,P,0,,,V,V,N
,KY,2005,20,N,0,,,V,V,N
,KY,2006,20,N,0,,,V,V,N
133,KZ,2005,24,P,0,,,V,V,N
133,KZ,2006,24,P,0,,,V,V,N
162,KZ,2005,20,P,0,,,V,V,N
162,KZ,2006,20,P,0,,,V,V,N
164,KZ,2005,24,P,0,,,V,V,N
164,KZ,2006,24,P,0,,,V,V,N
,LA,2005,28,P,0,,,V,V,N
,LA,2006,28,P,0,,,V,V,N
072,LB,2005,8,P,4,26/03/2005 22:00:00,29/10/2005 21:00:00,V,V,N
072,LB,2006,8,P,4,25/03/2006 22:00:00,28/10/2006 21:00:00,V,V,N
,LC,2005,16,N,0,,,V,V,N
,LC,2006,16,N,0,,,V,V,N
091,LI,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
091,LI,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
187,LK,2005,22,P,0,,,V,V,N
187,LK,2006,22,P,0,,,V,V,N
,LR,2005,0,P,0,,,V,V,N
,LR,2006,0,P,0,,,V,V,N
,LS,2005,8,P,0,,,V,V,S
,LS,2006,8,P,0,,,V,V,S
125,LT,2005,8,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
125,LT,2006,8,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
073,LU,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
073,LU,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
126,LV,2005,8,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
126,LV,2006,8,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
122,LY,2005,8,P,0,,,V,V,N
122,LY,2006,8,P,0,,,V,V,N
,MA,2005,0,P,0,,,V,V,N
,MA,2006,0,P,0,,,V,V,N
074,MC,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
074,MC,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
135,MD,2005,8,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
135,MD,2006,8,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
188,ME,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
188,ME,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
,MG,2005,12,P,0,,,V,V,S
,MG,2006,12,P,0,,,V,V,S
075,MH,2005,48,P,0,,,V,V,S
075,MH,2006,48,P,0,,,V,V,S
076,MH,2005,48,P,0,,,V,V,S
076,MH,2006,48,P,0,,,V,V,S
159,MK,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
159,MK,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
,ML,2005,0,P,0,,,V,V,N
,ML,2006,0,P,0,,,V,V,N
,MM,2005,26,P,0,,,V,V,N
,MM,2006,26,P,0,,,V,V,N
175,MN,2005,32,P,4,26/03/2005 18:00:00,24/09/2005 17:00:00,V,V,N
