CODE,TICKETING_NAME,TELETICKETING_NAME,EXTENDED_NAME,REL_CITY_CODE,IS_AIRPORT,STATE_CODE,REL_COUNTRY_CODE,REL_REGION_CODE,REL_CONTINENT_CODE,REL_TIME_ZONE_GRP,LONGITUDE,LATITUDE,NUMERIC_CODE,IS_COMMERCIAL,CITY_NAME
BZD,BALRANALD,BALRANALD,BALRANALD/NS/AU,BZD,Y,NS,AU,AUSTL,ITC3,AU007,143.6,-34.63,,N,BALRANALD
BZE,BELIZE CITY,BELIZE CITY,BELIZE/BZ:P.S.W. GOLDSON INTL,BZE,Y,,BZ,CAMER,ITC1,BZ,-88.17,17.48,,Y,BELIZE CITY
BZG,BYDGOSZCZ,BYDGOSZCZ,BYDGOSZCZ/PL,BZG,Y,,PL,EEURO,ITC2,PL089,18,53.5,769,Y,BYDGOSZCZ
BZH,BUMI HILLS,BUMI HILLS,BUMI HILLS/ZW:AIRFIELD,BZH,Y,,ZW,AFRIC,ITC2,ZW,28.35,-16.82,,N,BUMI HILLS
BZI,BALIKESIR,BALIKESIR,BALIKESIR/TR,BZI,Y,,TR,EURAS,ITC2,TR101,27.85,39.62,770,N,BALIKESIR
BZK,BRIANSK,BRIANSK,BRIANSK/RU,BZK,Y,,RU,EURAS,ITC2,RU130,34.33,53.27,,N,BRIANSK
BZL,BARISAL,BARISAL,BARISAL/BD,BZL,Y,,BD,ASIA,ITC3,BD,90.33,22.67,771,N,BARISAL
BZM,BERGEN OP ZOOM,BERGEN OP ZOOM,BERGEN OP ZOOM/NL:WOENSDRECHT,BZM,Y,,NL,EUROP,ITC2,NL082,4.283,51.5,,N,BERGEN OP ZOOM
BZN,BOZEMAN,BOZEMAN,BOZEMAN/MT/US:GALLATIN FIELD,BZN,Y,MT,US,NAMER,ITC1,US108,-111.2,45.78,772,Y,BOZEMAN
BZO,BOLZANO BOZEN,BOLZANO BOZEN,BOLZANO BOZEN/IT:BOLZANO BOZEN,BZO,Y,,IT,EUROP,ITC2,IT067,11.32,46.45,773,Y,BOLZANO BOZEN
BZP,BIZANT,BIZANT,BIZANT/QL/AU,BZP,Y,QL,AU,AUSTL,ITC3,AU131,144.6,-15.22,774,N,BIZANT
BZR,BEZIERS,BEZIERS,BEZIERS/FR:VIAS,BZR,Y,,FR,EUROP,ITC2,FR052,3.25,43.35,775,Y,BEZIERS
BZS,WASHINGTON BZS,WASHINGTON BZS,WASHINGTON/DC/US:BUZZARDS PT S,WAS,Y,DC,US,NAMER,ITC1,US105,-77.03,38.85,,N,WASHINGTON
BZT,BRAZORIA,BRAZORIA,BRAZORIA/TX/US:HINKLES FERRY,BZT,Y,TX,US,NAMER,ITC1,US107,-95.57,29.05,,N,BRAZORIA
BZU,BUTA,BUTA,BUTA/CD,BZU,Y,,CD,AFRIC,ITC2,CD167,24.73,2.8,,N,BUTA
BZV,BRAZZAVILLE,BRAZZAVILLE,BRAZZAVILLE/CG:MAYA MAYA,BZV,Y,,CG,AFRIC,ITC2,CG,15.25,-4.25,776,Y,BRAZZAVILLE
BZY,BELTSY,BELTSY,BELTSY/MD,BZY,Y,,MD,EURAS,ITC2,MD135,27.93,47.75,,N,BELTSY
BZZ,BRIZE NORTON,BRIZE NORTON,BRIZE NORTON/GB:RAF STATION,BZZ,Y,,GB,EUROP,ITC2,GB053,-1.75,51.78,,Y,BRIZE NORTON
CAA,CATACAMAS,CATACAMAS,CATACAMAS/HN,CAA,Y,,HN,CAMER,ITC1,HN,-85.88,14.88,778,N,CATACAMAS
CAB,CABINDA,CABINDA,CABINDA/AO,CAB,Y,,AO,AFRIC,ITC2,AO,12.18,-5.55,779,Y,CABINDA
CAC,CASCAVEL,CASCAVEL,CASCAVEL/PR/BR,CAC,Y,PR,BR,SAMER,ITC1,BR015,-53.48,-24.95,780,Y,CASCAVEL
CAD,CADILLAC,CADILLAC,CADILLAC/MI/US,CAD,Y,MI,US,NAMER,ITC1,US105,-85.42,44.27,781,N,CADILLAC
CAE,COLUMBIA MET,COLUMBIA MET,COLUMBIA/SC/US:COLUMBIA MET,CAE,Y,SC,US,NAMER,ITC1,US105,-81.12,33.95,0,Y,COLUMBIA
CAF,CARAUARI,CARAUARI,CARAUARI/AM/BR,CAF,Y,AM,BR,SAMER,ITC1,BR018,-66.92,-4.9,783,N,CARAUARI
CAG,CAGLIARI,CAGLIARI,CAGLIARI/IT:ELMAS,CAG,Y,,IT,EUROP,ITC2,IT067,9.05,39.25,784,Y,CAGLIARI
CAH,CA MAU,CA MAU,CA MAU/VN,CAH,Y,,VN,SEASI,ITC3,VN,105.2,9.167,785,Y,CA MAU
CAI,CAIRO,CAIRO,CAIRO/EG:CAIRO INTL,CAI,Y,,EG,AFRIC,ITC2,EG044,31.25,30.05,786,Y,CAIRO
CAJ,CANAIMA,CANAIMA,CANAIMA/VE,CAJ,Y,,VE,SAMER,ITC1,VE,-62.83,6.25,787,N,CANAIMA
CAK,CANTON AKRON,CANTON AKRON,CANTON AKRON/OH/US:AKRON,CAK,Y,OH,US,NAMER,ITC1,US105,-81.45,40.92,788,Y,CANTON AKRON
CAL,CAMPBELTOWN,CAMPBELTOWN,CAMPBELTOWN/GB:MACHRIHANISH,CAL,Y,,GB,EUROP,ITC2,GB053,-5.6,55.42,789,Y,CAMPBELTOWN
CAM,CAMIRI,CAMIRI,CAMIRI/BO,CAM,Y,,BO,SAMER,ITC1,BO,-63.57,-20.02,790,N,CAMIRI
CAN,GUANGZHOU,GUANGZHOU,GUANGZHOU/CN:BAIYUN,CAN,Y,,CN,ASIA,ITC3,CN035,113.3,23.18,791,Y,GUANGZHOU
CAO,CLAYTON,CLAYTON,CLAYTON/NM/US,CAO,Y,NM,US,NAMER,ITC1,US108,-103.2,36.45,,N,CLAYTON
CAP,CAP HAITIEN,CAP HAITIEN,CAP HAITIEN/HT,CAP,Y,,HT,CARIB,ITC1,HT059,-72.2,19.78,792,Y,CAP HAITIEN
CAQ,CAUCASIA,CAUCASIA,CAUCASIA/CO,CAQ,Y,,CO,SAMER,ITC1,CO132,-75.25,7.6,793,N,CAUCASIA
CAR,CARIBOU,CARIBOU,CARIBOU/ME/US:MUNICIPAL,CAR,Y,ME,US,NAMER,ITC1,US105,-68.02,46.87,,N,CARIBOU
CAS,CASABLANCA,CASABLANCA,CASABLANCA/MA:ANFA,CAS,Y,,MA,AFRIC,ITC2,MA,-7.667,33.57,794,N,CASABLANCA
CAT,CAT ISLAND,CAT ISLAND,CAT ISLAND/BS,CAT,Y,,BS,CARIB,ITC1,BS021,-75.5,24.45,,N,CAT ISLAND
CAU,CARUARU,CARUARU,CARUARU/PE/BR,CAU,Y,PE,BR,SAMER,ITC1,BR016,-35.97,-8.283,,N,CARUARU
CAV,CAZOMBO,CAZOMBO,CAZOMBO/AO,CAV,Y,,AO,AFRIC,ITC2,AO,22.93,-11.88,795,N,CAZOMBO
CAW,CAMPOS,CAMPOS,CAMPOS/RJ/BR:BARTOLOMEU LISAND,CAW,Y,RJ,BR,SAMER,ITC1,BR015,-41.3,-21.75,796,N,CAMPOS
CAX,CARLISLE,CARLISLE,CARLISLE/GB,CAX,Y,,GB,EUROP,ITC2,GB053,-2.8,54.93,797,Y,CARLISLE
CAY,CAYENNE,CAYENNE,CAYENNE/GF:ROCHAMBEAU,CAY,Y,,GF,SAMER,ITC1,GF,-52.37,4.833,798,Y,CAYENNE
CAZ,COBAR,COBAR,COBAR/NS/AU,CAZ,Y,NS,AU,AUSTL,ITC3,AU007,145.8,-31.53,799,Y,COBAR
CBA,CORNER BAY,CORNER BAY,CORNER BAY/AK/US,CBA,Y,AK,US,NAMER,ITC1,US111,-135.2,57.72,,N,CORNER BAY
CBB,COCHABAMBA,COCHABAMBA,COCHABAMBA/BO:J WILSTERMAN,CBB,Y,,BO,SAMER,ITC1,BO,-66.15,-17.4,801,Y,COCHABAMBA
CBC,CHERRABUN,CHERRABUN,CHERRABUN/WA/AU,CBC,Y,WA,AU,AUSTL,ITC3,AU011,125.4,-18.67,802,N,CHERRABUN
CBD,CAR NICOBAR,CAR NICOBAR,CAR NICOBAR/IN,CBD,Y,,IN,ASIA,ITC3,IN,92.78,9.167,,N,CAR NICOBAR
CBE,CUMBERLAND,CUMBERLAND,CUMBERLAND/MD/US:WILEY FORD,CBE,Y,MD,US,NAMER,ITC1,US105,-78.77,39.6,803,N,CUMBERLAND
CBF,COUNCIL BLUFFS,COUNCIL BLUFFS,COUNCIL BLUFFS/IA/US:MUNICIPAL,CBF,Y,IA,US,NAMER,ITC1,US107,-95.87,41.27,,N,COUNCIL BLUFFS
CBG,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE/GB,CBG,Y,,GB,EUROP,ITC2,GB053,0.1833,52.2,804,Y,CAMBRIDGE
CBH,BECHAR,BECHAR,BECHAR/DZ:LEGER,CBH,Y,,DZ,AFRIC,ITC2,DZ,-2.25,31.65,805,Y,BECHAR
CBI,CAPE BARREN,CAPE BARREN,CAPE BARREN/TS/AU,CBI,Y,TS,AU,AUSTL,ITC3,AU008,148.2,-40.33,,N,CAPE BARREN
CBJ,CABO ROJO,CABO ROJO,CABO ROJO/DO,CBJ,Y,,DO,CARIB,ITC1,DO174,-71.65,17.93,806,N,CABO ROJO
CBK,COLBY,COLBY,COLBY/KS/US:MUNICIPAL,CBK,Y,KS,US,NAMER,ITC1,US107,-101.1,39.42,807,N,COLBY
CBL,CIUDAD BOLIVAR,CIUDAD BOLIVAR,CIUDAD BOLIVAR/VE,CBL,Y,,VE,SAMER,ITC1,VE,-63.53,8.133,808,Y,CIUDAD BOLIVAR
CBM,COLUMBUS AFB,COLUMBUS AFB,COLUMBUS/MS/US:COLUMBUS AFB,UBS,Y,MS,US,NAMER,ITC1,US107,-88.45,33.5,,N,COLUMBUS
CBN,CIREBON,CIREBON,CIREBON/ID:PENGGUNG,CBN,Y,,ID,SEASI,ITC3,ID061,108.5,-6.75,,N,CIREBON
CBO,COTABATO,COTABATO,COTABATO/PH:AWANG,CBO,Y,,PH,PACIF,ITC3,PH,124.2,7.2,809,Y,COTABATO
CBP,COIMBRA,COIMBRA,COIMBRA/PT,CBP,Y,,PT,EUROP,ITC2,PT092,-8.467,40.15,,N,COIMBRA
CBQ,CALABAR,CALABAR,CALABAR/NG,CBQ,Y,,NG,AFRIC,ITC2,NG,8.333,4.983,810,Y,CALABAR
CBR,CANBERRA,CANBERRA,CANBERRA/AC/AU,CBR,Y,AC,AU,AUSTL,ITC3,AU007,149.1,-35.42,811,Y,CANBERRA
CBS,CABIMAS,CABIMAS,CABIMAS/VE:ORO NEGRO,CBS,Y,,VE,SAMER,ITC1,VE,-71.47,10.38,,N,CABIMAS
CBT,CATUMBELA,CATUMBELA,CATUMBELA/AO,CBT,Y,,AO,AFRIC,ITC2,AO,13.48,-12.45,,Y,CATUMBELA
CBU,COTTBUS,COTTBUS,COTTBUS/DE:COTTBUS APT,CBU,Y,,DE,EUROP,ITC2,DE040,14.35,51.72,,N,COTTBUS
CBV,COBAN,COBAN,COBAN/GT,CBV,Y,,GT,CAMER,ITC1,GT119,-90.25,15.58,814,N,COBAN
CBW,CAMPO MOURAO,CAMPO MOURAO,CAMPO MOURAO/PR/BR,CBW,Y,PR,BR,SAMER,ITC1,BR015,-52.36,-24,,N,CAMPO MOURAO
CBX,CONDOBOLIN,CONDOBOLIN,CONDOBOLIN/NS/AU,CBX,Y,NS,AU,AUSTL,ITC3,AU007,147.2,-33.07,815,N,CONDOBOLIN
CBY,CANOBIE,CANOBIE,CANOBIE/QL/AU,CBY,Y,QL,AU,AUSTL,ITC3,AU131,140.9,-19.63,816,N,CANOBIE
CBZ,CABIN CREEK,CABIN CREEK,CABIN CREEK/AK/US,CBZ,Y,AK,US,NAMER,ITC1,US111,-132.4,55.38,,N,CABIN CREEK
CCA,FORT CHAFFEE,FORT CHAFFEE,FORT CHAFFEE/AR/US:CHAFFEE AFB,CCA,Y,AR,US,NAMER,ITC1,US107,-94.23,35.28,,N,FORT CHAFFEE
CCB,UPLAND CABLE,UPLAND CABLE,UPLAND CABLE/CA/US:CABLE,CCB,Y,CA,US,NAMER,ITC1,US110,-117.6,34.08,,N,UPLAND CABLE
CCC,CAYO COCO,CAYO COCO,CAYO COCO/CU,CCC,Y,,CU,CARIB,ITC1,CU038,-78.5,22.5,,Y,CAYO COCO
CCD,LOS ANGELES CCD,LOS ANGELES CCD,LOS ANGELES/CA/US:CENTURY CITY,LAX,Y,CA,US,NAMER,ITC1,US110,-118.4,34.06,,N,LOS ANGELES
CCE,ST MARTIN CCE,ST MARTIN CCE,ST MARTIN/GP:GRAND CASE,SFG,Y,,GP,CARIB,ITC1,GP,-63.03,18.07,818,N,ST MARTIN
CCF,CARCASSONNE,CARCASSONNE,CARCASSONNE/FR:SALVAZA,CCF,Y,,FR,EUROP,ITC2,FR052,2.317,43.22,819,N,CARCASSONNE
CCG,CRANE,CRANE,CRANE/TX/US:CRANE COUNTY APT,CCG,Y,TX,US,NAMER,ITC1,US107,-102.4,31.4,,N,CRANE
CCH,CHILE CHICO,CHILE CHICO,CHILE CHICO/CL,CCH,Y,,CL,SAMER,ITC1,CL033,-71.73,-46.57,820,N,CHILE CHICO
CCI,CONCORDIA,CONCORDIA,CONCORDIA/SC/BR,CCI,Y,SC,BR,SAMER,ITC1,BR015,-52.03,-27.25,821,N,CONCORDIA
CCJ,KOZHIKODE,KOZHIKODE,KOZHIKODE/IN,CCJ,Y,,IN,ASIA,ITC3,IN,75.95,11.13,,Y,KOZHIKODE
CCK,COCOS ISLANDS,COCOS ISLANDS,COCOS ISLANDS/CC,CCK,Y,,CC,IOCEA,ITC3,CC,96.83,-12.18,822,Y,COCOS ISLANDS
CCL,CHINCHILLA,CHINCHILLA,CHINCHILLA/QL/AU,CCL,Y,QL,AU,AUSTL,ITC3,AU131,150.6,-26.78,823,N,CHINCHILLA
CCM,CRICIUMA,CRICIUMA,CRICIUMA/SC/BR,CCM,Y,SC,BR,SAMER,ITC1,BR015,-49.37,-28.7,824,Y,CRICIUMA
CCN,CHAKCHARAN,CHAKCHARAN,CHAKCHARAN/AF,CCN,Y,,AF,MEAST,ITC3,AF,65.27,34.53,825,N,CHAKCHARAN
CCO,CARIMAGUA,CARIMAGUA,CARIMAGUA/CO,CCO,Y,,CO,SAMER,ITC1,CO132,-71.33,4.567,,N,CARIMAGUA
CCP,CONCEPCION,CONCEPCION,CONCEPCION/CL:CARRIEL SUR,CCP,Y,,CL,SAMER,ITC1,CL033,-73.08,-36.78,827,Y,CONCEPCION
CCQ,CACHOEIRA,CACHOEIRA,CACHOEIRA/BA/BR,CCQ,Y,BA,BR,SAMER,ITC1,BR016,-38.97,-12.6,,N,CACHOEIRA
CCR,CONCORD,CONCORD,CONCORD/CA/US:BUCHANAN FLD,CCR,Y,CA,US,NAMER,ITC1,US110,-122.1,37.98,828,N,CONCORD
CCS,CARACAS,CARACAS,CARACAS/VE:SIMON BOLIVAR,CCS,Y,,VE,SAMER,ITC1,VE,-66.97,10.6,829,Y,CARACAS
CCT,COLONIA CATRIEL,COLONIA CATRIEL,COLONIA CATRIEL/RN/AR,CCT,Y,RN,AR,SAMER,ITC1,AR003,-67.87,-37.85,,N,COLONIA CATRIEL
CCU,KOLKATA NETAJI,KOLKATA NETAJI,KOLKATA/IN:NETAJI SUBHAS INT,CCU,Y,,IN,ASIA,ITC3,IN,88.43,22.63,,Y,KOLKATA
CCV,CRAIG COVE,CRAIG COVE,CRAIG COVE/VU,CCV,Y,,VU,AUSTL,ITC3,VU115,167.5,-16.2,831,Y,CRAIG COVE
CCW,COWELL,COWELL,COWELL/SA/AU,CCW,Y,SA,AU,AUSTL,ITC3,AU009,136.9,-33.67,832,N,COWELL
CCX,CACERES,CACERES,CACERES/MT/BR,CCX,Y,MT,BR,SAMER,ITC1,BR018,-57.65,-16.1,833,N,CACERES
CCY,CHARLES CITY,CHARLES CITY,CHARLES CITY/IA/US:MUNICIPAL,CCY,Y,IA,US,NAMER,ITC1,US107,-92.67,43.07,,N,CHARLES CITY
CCZ,CHUB CAY,CHUB CAY,CHUB CAY/BS,CCZ,Y,,BS,CARIB,ITC1,BS021,-77.88,25.42,834,Y,CHUB CAY
CDA,COOINDA,COOINDA,COOINDA/NT/AU,CDA,Y,NT,AU,AUSTL,ITC3,AU010,132.5,-12.9,,N,COOINDA
CDB,COLD BAY,COLD BAY,COLD BAY/AK/US,CDB,Y,AK,US,NAMER,ITC1,US111,-162.7,55.2,835,Y,COLD BAY
CDC,CEDAR CITY,CEDAR CITY,CEDAR CITY/UT/US,CDC,Y,UT,US,NAMER,ITC1,US108,-113.1,37.7,836,Y,CEDAR CITY
CDD,CAUQUIRA,CAUQUIRA,CAUQUIRA/HN:CAUQUIRA AIRPORT,CDD,Y,,HN,CAMER,ITC1,HN,-83.6,15.32,,N,CAUQUIRA
CDE,CALEDONIA,CALEDONIA,CALEDONIA/PA,CDE,Y,,PA,CAMER,ITC1,PA,-77.33,8.233,,N,CALEDONIA
CDF,CORTINA D'AMPEZZO,CORTINA D'AMPEZ,CORTINA D'AMPEZZO/IT:FIAMES,CDF,Y,,IT,EUROP,ITC2,IT067,12.33,46.75,837,N,CORTINA D'AMPEZZO
CDG,PARIS CDG,PARIS CDG,PARIS/FR:CHARLES DE GAULLE,PAR,Y,,FR,EUROP,ITC2,FR052,2.55,49.02,838,Y,PARIS
CDH,CAMDEN,CAMDEN,CAMDEN/AR/US:HARRELL FLD,CDH,Y,AR,US,NAMER,ITC1,US107,-92.77,33.62,839,N,CAMDEN
CDI,CACHOEIRO,CACHOEIRO,CACHOEIRO DE I/ES/BR:CACHOEIRO,CDI,Y,ES,BR,SAMER,ITC1,BR015,-41.19,-20.84,,N,CACHOEIRO DE ITAPEMIRIM
CDJ,CONCEICAO DO ARAG,CONCEICAO DO AR,CONCEICAO DO ARAG/PA/BR,CDJ,Y,PA,BR,SAMER,ITC1,BR016,-49.28,-8.283,841,N,CONCEICAO DO ARAG
CDK,CEDAR KEY,CEDAR KEY,CEDAR KEY/FL/US:LEWIS,CDK,Y,FL,US,NAMER,ITC1,US105,-83.03,29.13,,N,CEDAR KEY
CDL,CANDLE,CANDLE,CANDLE/AK/US,CDL,Y,AK,US,NAMER,ITC1,US111,-161.9,65.9,842,N,CANDLE
CDN,CAMDEN,CAMDEN,CAMDEN/SC/US:WOODWARD FLD,CDN,Y,SC,US,NAMER,ITC1,US105,-80.6,34.27,,N,CAMDEN
CDO,CRADOCK,CRADOCK,CRADOCK/ZA,CDO,Y,,ZA,AFRIC,ITC2,ZA,25.6,-32.13,,N,CRADOCK
CDP,CUDDAPAH,CUDDAPAH,CUDDAPAH/IN,CDP,Y,,IN,ASIA,ITC3,IN,78.78,14.52,,N,CUDDAPAH
CDQ,CROYDON,CROYDON,CROYDON/QL/AU,CDQ,Y,QL,AU,AUSTL,ITC3,AU131,142.3,-18.3,843,N,CROYDON
CDR,CHADRON,CHADRON,CHADRON/NE/US,CDR,Y,NE,US,NAMER,ITC1,US108,-103.1,42.83,844,Y,CHADRON
AAA,ANAA,ANAA,ANAA/PF,AAA,Y,,PF,PACIF,ITC3,PF087,-145.5,-17.42,1,Y,ANAA
AAB,ARRABURY,ARRABURY,ARRABURY/QL/AU,AAB,Y,QL,AU,AUSTL,ITC3,AU131,141,-26.75,2,Y,ARRABURY
AAC,AL ARISH,AL ARISH,AL ARISH/EG,AAC,Y,,EG,AFRIC,ITC2,EG044,33.8,31.13,,Y,AL ARISH
AAD,AD DABBAH,AD DABBAH,AD DABBAH/SD,AAD,Y,,SD,AFRIC,ITC2,SD172,30.95,18.05,,N,AD DABBAH
AAE,ANNABA,ANNABA,ANNABA/DZ:LES SALINES,AAE,Y,,DZ,AFRIC,ITC2,DZ,7.817,36.83,3,Y,ANNABA
AAF,APALACHICOLA,APALACHICOLA,APALACHICOLA/FL/US:MUNICIPAL,AAF,Y,FL,US,NAMER,ITC1,US105,-85.03,29.73,,N,APALACHICOLA
AAG,ARAPOTI,ARAPOTI,ARAPOTI/PR/BR,AAG,Y,PR,BR,SAMER,ITC1,BR015,-43.27,-22.87,,N,ARAPOTI
AAH,AACHEN,AACHEN,AACHEN/DE:MERZBRUCK,AAH,Y,,DE,EUROP,ITC2,DE040,6.133,50.75,,N,AACHEN
AAI,ARRAIAS,ARRAIAS,ARRAIAS/TO/BR,AAI,Y,TO,BR,SAMER,ITC1,BR016,-46.93,-12.92,5,N,ARRAIAS
AAJ,AWARADAM,AWARADAM,AWARADAM/SR:CAYANA AIRSTRIP,AAJ,Y,,SR,SAMER,ITC1,SR,-55.37,3.9,,N,AWARADAM
AAK,ARANUKA,ARANUKA,ARANUKA/KI,AAK,Y,,KI,AUSTL,ITC3,KI069,174,0.2167,,N,ARANUKA
AAL,AALBORG,AALBORG,AALBORG/DK,AAL,Y,,DK,EUROP,ITC2,DK041,9.933,57.05,6,Y,AALBORG
AAM,MALA MALA,MALA MALA,MALA MALA/ZA,AAM,Y,,ZA,AFRIC,ITC2,ZA,31.53,-24.8,,Y,MALA MALA
AAN,AL AIN,AL AIN,AL AIN/AE,AAN,Y,,AE,MEAST,ITC2,AE,55.75,24.25,7,Y,AL AIN
AAO,ANACO,ANACO,ANACO/VE,AAO,Y,,VE,SAMER,ITC1,VE,-64.47,9.417,8,N,ANACO
AAP,HOUSTON ANDRAU,HOUSTON ANDRAU,HOUSTON/TX/US:ANDRAU AIRPARK,HOU,Y,TX,US,NAMER,ITC1,US107,-95.3,29.65,,N,HOUSTON
AAQ,ANAPA,ANAPA,ANAPA/RU,AAQ,Y,,RU,EURAS,ITC2,RU130,37.32,44.9,,Y,ANAPA
AAR,AARHUS,AARHUS,AARHUS/DK:AARHUS,AAR,Y,,DK,EUROP,ITC2,DK041,10.62,56.3,10,Y,AARHUS
AAS,APALAPSILI,APALAPSILI,APALAPSILI/ID,AAS,Y,,ID,SEASI,ITC3,ID063,139.3,-3.917,,N,APALAPSILI
AAT,ALTAY,ALTAY,ALTAY/CN,AAT,Y,,CN,ASIA,ITC3,CN035,89.5,43.93,,Y,ALTAY
AAU,ASAU,ASAU,ASAU/WS,AAU,Y,,WS,AUSTL,ITC3,WS,-172.6,-13.45,11,N,ASAU
AAV,ALAH,ALAH,ALAH/PH,AAV,Y,,PH,PACIF,ITC3,PH,124.8,6.333,12,N,ALAH
AAW,ABBOTTABAD,ABBOTTABAD,ABBOTTABAD/PK,AAW,Y,,PK,ASIA,ITC3,PK163,73.25,34.2,,N,ABBOTTABAD
AAX,ARAXA,ARAXA,ARAXA/MG/BR,AAX,Y,MG,BR,SAMER,ITC1,BR015,-46.92,-19.57,13,Y,ARAXA
AAY,AL GHAYDAH,AL GHAYDAH,AL GHAYDAH/YE,AAY,Y,,YE,MEAST,ITC2,YE,52.18,16.2,14,Y,AL GHAYDAH
AAZ,QUETZALTENANGO,QUETZALTENANGO,QUETZALTENAN/GT:QUETZALTENANGO,AAZ,Y,,GT,CAMER,ITC1,GT119,-91.5,14.86,,N,QUETZALTENANGO
ABA,ABAKAN,ABAKAN,ABAKAN/RU,ABA,Y,,RU,EURAS,ITC2,RU143,91.43,53.72,16,Y,ABAKAN
ABB,ABINGDON,ABINGDON,ABINGDON/GB:RAF STATION,ABB,Y,,GB,EUROP,ITC2,GB053,-0.3,51.53,,N,ABINGDON
ABC,ALBACETE,ALBACETE,ALBACETE/ES:LOS LLANOS,ABC,Y,,ES,EUROP,ITC2,ES045,-15.18,38.95,,Y,ALBACETE
ABD,ABADAN,ABADAN,ABADAN/IR,ABD,Y,,IR,MEAST,ITC2,IR120,48.23,30.37,18,Y,ABADAN
ABE,ALLENTOWN BTHLEHM,ALLENTOWN BTHLE,ALLENTOWN BTHLEHM/PA/US,ABE,Y,PA,US,NAMER,ITC1,US105,-75.43,40.65,19,Y,ALLENTOWN BTHLEHM
ABF,ABAIANG,ABAIANG,ABAIANG/KI,ABF,Y,,KI,AUSTL,ITC3,KI069,172.8,1.417,20,N,ABAIANG
ABG,ABINGDON,ABINGDON,ABINGDON/QL/AU,ABG,Y,QL,AU,AUSTL,ITC3,AU131,143.2,-17.67,21,N,ABINGDON
ABH,ALPHA,ALPHA,ALPHA/QL/AU,ABH,Y,QL,AU,AUSTL,ITC3,AU131,146.6,-23.7,22,N,ALPHA
ABI,ABILENE,ABILENE,ABILENE/TX/US:ABILENE MNPL,ABI,Y,TX,US,NAMER,ITC1,US107,-99.68,32.42,23,Y,ABILENE
ABJ,ABIDJAN,ABIDJAN,ABIDJAN/CI:F HOUPHOUET BOIGNY,ABJ,Y,,CI,AFRIC,ITC2,CI,-3.933,5.25,,Y,ABIDJAN
ABK,KABRI DAR,KABRI DAR,KABRI DAR/ET,ABK,Y,,ET,AFRIC,ITC2,ET,44.27,6.733,25,Y,KABRI DAR
ABL,AMBLER,AMBLER,AMBLER/AK/US,ABL,Y,AK,US,NAMER,ITC1,US111,-157.8,67.1,26,Y,AMBLER
ABM,BAMAGA,BAMAGA,BAMAGA/QL/AU,ABM,Y,QL,AU,AUSTL,ITC3,AU131,142.4,-10.87,27,Y,BAMAGA
ABN,ALBINA,ALBINA,ALBINA/SR,ABN,Y,,SR,SAMER,ITC1,SR,-54.05,5.483,28,N,ALBINA
ABO,ABOISSO,ABOISSO,ABOISSO/CI,ABO,Y,,CI,AFRIC,ITC2,CI,-3.2,5.467,,N,ABOISSO
ABP,ATKAMBA,ATKAMBA,ATKAMBA/PG,ABP,Y,,PG,AUSTL,ITC3,PG,141.1,-6.067,,N,ATKAMBA
ABQ,ALBUQUERQUE,ALBUQUERQUE,ALBUQUERQUE/NM/US:INTL,ABQ,Y,NM,US,NAMER,ITC1,US108,-106.6,35.05,29,Y,ALBUQUERQUE
ABR,ABERDEEN,ABERDEEN,ABERDEEN/SD/US:ABERDEEN MNPL,ABR,Y,SD,US,NAMER,ITC1,US107,-98.43,45.45,30,Y,ABERDEEN
ABS,ABU SIMBEL,ABU SIMBEL,ABU SIMBEL/EG,ABS,Y,,EG,AFRIC,ITC2,EG044,31.62,22.37,31,Y,ABU SIMBEL
ABT,AL BAHA,AL BAHA,AL BAHA/SA:AL AQIQ,ABT,Y,,SA,MEAST,ITC2,SA,42.22,22.83,,Y,AL BAHA
ABU,ATAMBUA,ATAMBUA,ATAMBUA/ID,ABU,Y,,ID,SEASI,ITC3,ID062,124.9,-9.333,,N,ATAMBUA
ABV,ABUJA,ABUJA,ABUJA/NG:INTERNATIONAL,ABV,Y,,NG,AFRIC,ITC2,NG,7.183,9.2,,Y,ABUJA
ABW,ABAU,ABAU,ABAU/PG,ABW,Y,,PG,AUSTL,ITC3,PG,148.7,-10.17,32,N,ABAU
ABX,ALBURY,ALBURY,ALBURY/NS/AU,ABX,Y,NS,AU,AUSTL,ITC3,AU007,146.9,-36.05,33,Y,ALBURY
ABY,ALBANY DOUGH CNTY,ALBANY DOUGH CN,ALBANY/GA/US:DOUGHERTY COUNTY,ABY,Y,GA,US,NAMER,ITC1,US105,-84.2,31.53,34,Y,ALBANY
ABZ,ABERDEEN DYCE,ABERDEEN DYCE,ABERDEEN/GB:DYCE,ABZ,Y,,GB,EUROP,ITC2,GB053,-2.2,57.2,35,Y,ABERDEEN
ACA,ACAPULCO,ACAPULCO,ACAPULCO/MX:ALVAREZ INTL,ACA,Y,,MX,NAMER,ITC1,MX168,-99.8,16.78,36,Y,ACAPULCO
ACB,BELLAIRE,BELLAIRE,BELLAIRE/MI/US:ANTRIM COUNTY,ACB,Y,MI,US,NAMER,ITC1,US105,-85.2,44.98,37,N,BELLAIRE
ACC,ACCRA,ACCRA,ACCRA/GH:KOTOKA,ACC,Y,,GH,AFRIC,ITC2,GH,-0.1667,5.6,38,Y,ACCRA
