code,ticketing_name,teleticketing_name,extended_name,rel_city_code,is_airport,state_code,rel_country_code,rel_region_code,rel_continent_code,rel_time_zone_grp,longitude,latitude,numeric_code,is_commercial,city_name,
grc,grand cess,grand cess,grand cess/lr,grc,y,,lr,afric,itc2,lr,-8.167,4.6,1809,n,grand cess,
grd,greenwood,greenwood,greenwood/sc/us,grd,y,sc,us,namer,itc1,us105,-82.15,34.25,1810,n,greenwood,
gre,greenville,greenville,greenville/il/us:municipal,gre,y,il,us,namer,itc1,us107,-89.42,38.88,,n,greenville,
grf,tacoma gray aaf,tacoma gray aaf,tacoma/wa/us:gray aaf,tiw,y,wa,us,namer,itc1,us110,-122.6,47.08,,n,tacoma,
grg,gardez,gardez,gardez/af,grg,y,,af,meast,itc3,af,69.12,33.62,,n,gardez,
grh,garuahi,garuahi,garuahi/pg,grh,y,,pg,austl,itc3,pg,150.7,-10.32,1811,n,garuahi,
gri,grand island,grand island,grand island/ne/us,gri,y,ne,us,namer,itc1,us107,-98.32,40.97,1812,y,grand island,
grj,george,george,george/za,grj,y,,za,afric,itc2,za,22.42,-33.97,1813,y,george,
grk,killeen gray aaf,killeen gray aa,killeen/tx/us:gray aaf,ile,y,tx,us,namer,itc1,us107,-97.73,31.13,,y,killeen,
grl,garasa,garasa,garasa/pg,grl,y,,pg,austl,itc3,pg,147.2,-7.95,,n,garasa,
grm,grand marais,grand marais,grand marais/mn/us:devils trck,grm,y,mn,us,namer,itc1,us107,-91.33,47.75,,n,grand marais,
grn,gordon,gordon,gordon/ne/us,grn,y,ne,us,namer,itc1,us108,-102.2,42.8,,n,gordon,
gro,girona,girona,girona/es:costa brava,gro,y,,es,europ,itc2,es045,2.783,41.97,1815,y,girona,
grp,gurupi,gurupi,gurupi/go/br,grp,y,go,br,samer,itc1,br015,-49.22,-11.67,1816,n,gurupi,
grq,groningen,groningen,groningen/nl:eelde,grq,y,,nl,europ,itc2,nl082,6.583,53.13,1817,y,groningen,
grr,grand rapids,grand rapids,grand rapids/mi/us:gerald r fo,grr,y,mi,us,namer,itc1,us105,-85.53,42.88,1818,y,grand rapids,
grs,grosseto,grosseto,grosseto/it:baccarini,grs,y,,it,europ,itc2,it067,11.07,42.75,1819,n,grosseto,
grt,gujrat,gujrat,gujrat/pk,grt,y,,pk,asia,itc3,pk163,74.08,32.57,,n,gujrat,
gru,sao paulo gru,sao paulo gru,sao paulo/sp/br:guarulhos intl,sao,y,sp,br,samer,itc1,br015,-46.48,-23.43,1820,y,sao paulo,
grv,groznyj,groznyj,groznyj/ru,grv,y,,ru,euras,itc2,ru130,45.7,43.33,,y,groznyj,
grw,graciosa island,graciosa island,graciosa island/pt,grw,y,,pt,europ,itc2,pt158,-28,39.07,,y,graciosa island,
grx,granada,granada,granada/es,grx,y,,es,europ,itc2,es045,-3.617,37.13,1821,y,granada,
gry,grimsey,grimsey,grimsey/is,gry,y,,is,europ,itc2,is,-18.02,66.57,1822,y,grimsey,
grz,graz,graz,graz/at:thalerhof,grz,y,,at,europ,itc2,at005,15.45,47,1823,y,graz,
gsa,long pasia,long pasia,long pasia/my,gsa,y,,my,seasi,itc3,my,117.2,5.333,,n,long pasia,
gsb,goldsboro,goldsboro,goldsboro/nc/us:seymour johns,gsb,y,nc,us,namer,itc1,us105,-77.96,35.34,,n,goldsboro,
gsc,gascoyne junction,gascoyne juncti,gascoyne junction/wa/au,gsc,y,wa,au,austl,itc3,au011,115.2,-25.05,1824,n,gascoyne junction,
gse,gothenburg gse,gothenburg gse,gothenburg gse/se:saeve,got,y,,se,europ,itc2,se095,11.97,57.77,,y,gothenburg gse,
gsh,goshen,goshen,goshen/in/us,gsh,y,in,us,namer,itc1,us105,-85.83,41.58,,n,goshen,
gsi,guadalcanal,guadalcanal,guadalcanal/sb,gsi,y,,sb,austl,itc3,sb,-5.817,38.1,,n,guadalcanal,
gsl,taltheilei,taltheilei,taltheilei/nt/ca,gsl,n,nt,ca,namer,itc1,ca029,-111.5,35.85,,n,taltheilei,
gsm,gheshm,gheshm,gheshm/ir,gsm,y,,ir,meast,itc2,ir120,56.28,26.95,,y,gheshm,
gsn,mount gunson,mount gunson,mount gunson/sa/au,gsn,y,sa,au,austl,itc3,au009,138.2,-31.87,1825,n,mount gunson,
gso,greensboro,greensboro,greensboro/high point/nc/us:pi,gso,y,nc,us,namer,itc1,us105,-79.83,36.05,1826,y,greensboro/high point,
gsp,greenvl spartanbg,greenvl spartan,greenville/sc/us:spartanburg,gsp,y,sc,us,namer,itc1,us105,-82.2,34.9,1827,y,greenville,
gsq,shark alowainat,shark alowainat,shark alowainat/eg,gsq,y,,eg,afric,itc2,eg044,28.72,22.58,,n,shark alowainat,
gsr,gardo,gardo,gardo/so,gsr,y,,so,afric,itc2,so,49.08,9.517,1828,n,gardo,
gss,sabi sabi,sabi sabi,sabi sabi/za,gss,y,,za,afric,itc2,za,30.8,-25.12,,n,sabi sabi,
gst,gustavus airport,gustavus airpor,gustavus/ak/us:gustavus,gst,y,ak,us,namer,itc1,us111,-135.7,58.42,1829,y,gustavus,
gsu,gedaref,gedaref,gedaref/sd,gsu,y,,sd,afric,itc2,sd172,35.32,14.13,1830,n,gedaref,
gsy,grimsby,grimsby,grimsby/gb:binbrook,gsy,y,,gb,europ,itc2,gb053,0.03333,51.33,,y,grimsby,
gta,gatokae,gatokae,gatokae/sb:aerodrom,gta,y,,sb,austl,itc3,sb,158.2,-8.75,,y,gatokae,
gtb,genting,genting,genting/my,gtb,y,,my,seasi,itc3,my,101.8,3.417,,n,genting,
gtc,green turtle,green turtle,green turtle/bs,gtc,y,,bs,carib,itc1,bs021,-77.33,26.78,,n,green turtle,
gte,groote eylandt,groote eylandt,groote eylandt/nt/au:alyangula,gte,y,nt,au,austl,itc3,au010,136.5,-14,1831,y,groote eylandt,
gtf,great falls intl,great falls int,great falls/mt/us:intl,gtf,y,mt,us,namer,itc1,us108,-111.4,47.5,1832,y,great falls,
gtg,grantsburg,grantsburg,grantsburg/wi/us:municipal,gtg,y,wi,us,namer,itc1,us107,-92.68,45.78,,n,grantsburg,
gti,guettin,guettin,guettin/de,gti,y,,de,europ,itc2,de040,12.32,54.38,,n,guettin,
gtk,sungei tekai,sungei tekai,sungei tekai/my,gtk,y,,my,seasi,itc3,my,102.9,2.6,,n,sungei tekai,
gtn,mount cook gtn,mount cook gtn,mount cook/nz:glentanner,mon,y,,nz,austl,itc3,nz084,170.1,-43.9,,n,mount cook,
gto,gorontalo,gorontalo,gorontalo/id:tolotio,gto,y,,id,seasi,itc3,id062,122.9,0.65,1833,y,gorontalo,
gtp,grants pass,grants pass,grants pass/or/us,gtp,y,or,us,namer,itc1,us110,-123.4,42.51,,n,grants pass,
gtr,columbus gtr,columbus gtr,columbus/ms/us:golden triangle,ubs,y,ms,us,namer,itc1,us107,-88.38,33.47,1834,y,columbus,
gts,granites,granites,granites/nt/au,gts,y,nt,au,austl,itc3,au010,133.6,-26.97,1835,n,granites,
gtt,georgetown,georgetown,georgetown/ql/au,gtt,y,ql,au,austl,itc3,au131,143.8,-18.42,1836,n,georgetown,
gtw,zlin,zlin,zlin/cz:holesov,gtw,y,,cz,eeuro,itc2,cz037,17.67,49,1837,n,zlin,
gty,gettysburg,gettysburg,gettysburg/pa/us,gty,y,pa,us,namer,itc1,us105,-77.23,39.83,,n,gettysburg,
gua,guatemala city,guatemala city,guatemala city/gt:la aurora,gua,y,,gt,camer,itc1,gt119,-90.53,14.57,1838,y,guatemala city,
gub,guerrero negro,guerrero negro,guerrero negro/mx,gub,y,,mx,namer,itc1,mx080,-114.2,28.67,1839,n,guerrero negro,
guc,gunnison,gunnison,gunnison/co/us,guc,y,co,us,namer,itc1,us108,-106.9,38.53,1840,y,gunnison,
gud,goundam,goundam,goundam/ml,gud,y,,ml,afric,itc2,ml,-3.6,16.35,1841,n,goundam,
gue,guriaso,guriaso,guriaso/pg,gue,y,,pg,austl,itc3,pg,141.6,-3.583,,n,guriaso,
guf,gulf shores,gulf shores,gulf shores/al/us:edwards,guf,y,al,us,namer,itc1,us107,-87.58,30.17,,n,gulf shores,
gug,guari,guari,guari/pg,gug,y,,pg,austl,itc3,pg,146.9,-8.1,1842,n,guari,
guh,gunnedah,gunnedah,gunnedah/ns/au,guh,y,ns,au,austl,itc3,au007,150.2,-30.95,1843,n,gunnedah,
gui,guiria,guiria,guiria/ve,gui,y,,ve,samer,itc1,ve,-62.3,10.57,1844,n,guiria,
guj,guaratingueta,guaratingueta,guaratingueta/sp/br,guj,y,sp,br,samer,itc1,br015,-45.22,-22.82,,n,guaratingueta,
gul,goulburn,goulburn,goulburn/ns/au,gul,y,ns,au,austl,itc3,au007,151.8,-33.83,1845,n,goulburn,
gum,guam won pat intl,guam won pat in,guam/gu:a.b won pat intl,gum,y,,gu,pacif,itc3,gu,144.7,13.48,1846,y,guam,
gun,montgomery gu afb,montgomery gu a,montgomery/al/us:gunter afb,mgm,y,al,us,namer,itc1,us107,-86.39,32.3,,n,montgomery,
guo,gualaco,gualaco,gualaco/hn,guo,y,,hn,camer,itc1,hn,-86.03,15.08,1847,n,gualaco,
gup,gallup,gallup,gallup/nm/us:senator clark,gup,y,nm,us,namer,itc1,us108,-108.8,35.52,1848,y,gallup,
guq,guanare,guanare,guanare/ve,guq,y,,ve,samer,itc1,ve,-69.75,9.033,1849,n,guanare,
gur,alotau,alotau,alotau/pg:gurney,gur,y,,pg,austl,itc3,pg,150.4,-10.33,1850,y,alotau,
gus,peru,peru,peru/in/us:grissom afb,gus,y,in,us,namer,itc1,us105,-86.15,40.65,,n,peru,
gut,guetersloh,guetersloh,guetersloh/de,gut,y,,de,europ,itc2,de040,8.383,51.9,,n,guetersloh,
guu,grundarfjordur,grundarfjordur,grundarfjordur/is,guu,y,,is,europ,itc2,is,-23.17,64.97,1851,n,grundarfjordur,
guv,mougulu,mougulu,mougulu/pg,guv,y,,pg,austl,itc3,pg,142.4,-6.283,,n,mougulu,
guw,atyrau,atyrau,atyrau/kz,guw,y,,kz,euras,itc3,kz162,51.9,47.12,,y,atyrau,
gux,guna,guna,guna/in,gux,y,,in,asia,itc3,in,77.32,24.48,,n,guna,
guy,guymon,guymon,guymon/ok/us,guy,y,ok,us,namer,itc1,us107,-101.5,36.68,1852,n,guymon,
guz,guarapari,guarapari,guarapari/es/br,guz,y,es,br,samer,itc1,br015,-40.48,-22.82,,n,guarapari,
gva,geneva,geneva,geneva/ch:geneva intl,gva,y,,ch,europ,itc2,ch032,6.117,46.23,,y,geneva,
gve,gordonsville,gordonsville,gordonsville/va/us:municipal,gve,y,va,us,namer,itc1,us105,-78.17,38.15,1855,n,gordonsville,
gvi,green river,green river,green river/pg,gvi,y,,pg,austl,itc3,pg,141.2,-3.917,1856,n,green river,
gvl,gainesville,gainesville,gainesville/ga/us:lee gilmer,gvl,y,ga,us,namer,itc1,us105,-83.83,34.27,1857,n,gainesville,
gvp,greenvale,greenvale,greenvale/ql/au,gvp,y,ql,au,austl,itc3,au131,144.6,-15.78,1858,n,greenvale,
gvr,governador valada,governador vala,governador valada/mg/br,gvr,y,mg,br,samer,itc1,br015,-41.82,-18.87,1859,y,governador valada,
gvt,greenville,greenville,greenville/tx/us:majors field,gvt,y,tx,us,namer,itc1,us107,-96.12,33.13,1860,n,greenville,
gvw,grandview,grandview,grandview/mo/us:richards gebau,gvw,y,mo,us,namer,itc1,us107,-94.53,38.88,,n,grandview,
gvx,gavle,gavle,gavle/se:sandviken,gvx,y,,se,europ,itc2,se095,17.02,60.52,1861,n,gavle,
gwa,gwa,gwa,gwa/mm,gwa,y,,mm,seasi,itc3,mm,94.5,17.83,1862,n,gwa,
gwd,gwadar,gwadar,gwadar/pk,gwd,y,,pk,asia,itc3,pk163,62.33,25.22,1863,y,gwadar,
gwe,gweru,gweru,gweru/zw,gwe,y,,zw,afric,itc2,zw,29.98,-19.67,1864,n,gweru,
gwl,gwalior,gwalior,gwalior/in,gwl,y,,in,asia,itc3,in,78.23,26.28,1865,y,gwalior,
gwn,gnarowein,gnarowein,gnarowein/pg,gwn,y,,pg,austl,itc3,pg,146.3,-6.567,,n,gnarowein,
gwo,greenwood,greenwood,greenwood/ms/us:leflore,gwo,y,ms,us,namer,itc1,us107,-90.2,33.5,1866,n,greenwood,
gws,glenwood springs,glenwood spring,glenwood springs/co/us,gws,y,co,us,namer,itc1,us108,-107.3,39.53,,n,glenwood springs,
gwt,westerland,westerland,westerland/de:westerland sylt,gwt,y,,de,europ,itc2,de040,8.35,54.92,1867,y,westerland,
gwv,glendale,glendale,glendale/wv/us,gwv,y,wv,us,namer,itc1,us105,-81.63,38.35,,n,glendale,
gwy,galway,galway,galway/ie:carnmore,gwy,y,,ie,europ,itc2,ie064,-9.033,53.28,1868,y,galway,
gxf,seiyun,seiyun,seiyun/ye,gxf,y,,ye,meast,itc2,ye,48.88,15.98,,y,seiyun,
gxg,negage,negage,negage/ao,gxg,y,,ao,afric,itc2,ao,15.83,-7.517,1870,y,negage,
gxh,mildenhall naf,mildenhall naf,mildenhall/gb:naf,mhz,y,,gb,europ,itc2,gb053,0.5167,52.2,,n,mildenhall,
gxq,coyhaique,coyhaique,coyhaique/cl:ten vidal,gxq,y,,cl,samer,itc1,cl033,-72.52,-45.5,1871,n,coyhaique,
gxx,yagoua,yagoua,yagoua/cm,gxx,y,,cm,afric,itc2,cm,15.23,10.35,1872,n,yagoua,
gxy,greeley,greeley,greeley/co/us:weld county,gxy,y,co,us,namer,itc1,us108,-104.6,40.33,1873,n,greeley,
gya,guayaramerin,guayaramerin,guayaramerin/bo,gya,y,,bo,samer,itc1,bo,-65.38,-10.8,1874,y,guayaramerin,
gyd,baku intl,baku intl,baku/az:heydar aliyev intl,bak,y,,az,euras,itc2,az150,49.88,40.38,,y,baku,
gye,guayaquil,guayaquil,guayaquil/ec:jose joaquin de o,gye,y,,ec,samer,itc1,ec042,-79.87,-2.167,1875,y,guayaquil,
gyi,gisenyi,gisenyi,gisenyi/rw,gyi,y,,rw,afric,itc2,rw,29.25,-1.7,,n,gisenyi,
gyl,argyle,argyle,argyle/wa/au,gyl,y,wa,au,austl,itc3,au011,128.5,-16.63,,y,argyle,
gym,guaymas,guaymas,guaymas/mx:gen jose m yanez,gym,y,,mx,namer,itc1,mx097,-110.9,27.97,1876,y,guaymas,
gyn,goiania,goiania,goiania/go/br:santa genoveva,gyn,y,go,br,samer,itc1,br015,-49.3,-16.72,1877,y,goiania,
gyp,gympie,gympie,gympie/ql/au,gyp,y,ql,au,austl,itc3,au131,152.7,-26.28,1878,n,gympie,
gyr,goodyear,goodyear,goodyear/az/us:litchfield,gyr,y,az,us,namer,itc1,us109,-112.4,33.43,,n,goodyear,
gys,guang yuan,guang yuan,guang yu/cn:guang yuan airport,gys,y,,cn,asia,itc3,cn035,105.7,32.4,,n,guang yuan,
gyy,chicago gary intl,chicago gary in,chicago/in/us:gary internation,chi,y,in,us,namer,itc1,us107,-87.75,41.78,,n,chicago,
gza,gaza city,gaza city,gaza city/ps:yasser arafat int,gza,y,,ps,meast,itc2,ps190,34.28,31.25,,n,gaza city,
gzi,ghazni,ghazni,ghazni/af,gzi,y,,af,meast,itc3,af,68.42,33,1880,n,ghazni,
gzm,gozo,gozo,gozo/mt,gzm,y,,mt,europ,itc2,mt078,14.2,36.03,,n,gozo,
gzo,gizo,gizo,gizo/sb,gzo,y,,sb,austl,itc3,sb,157,-8.167,1881,y,gizo,
gzt,gaziantep,gaziantep,gaziantep/tr,gzt,y,,tr,euras,itc2,tr101,37.33,37.07,1882,y,gaziantep,
gzw,ghazvin,ghazvin,ghazvin/ir:ghazvin,gzw,y,,ir,meast,itc2,ir120,50.03,36.23,,n,ghazvin,
haa,hasvik,hasvik,hasvik/no,haa,y,,no,europ,itc2,no083,22.03,70.48,,y,hasvik,
hab,hamilton,hamilton,hamilton/al/us:marion county,hab,y,al,us,namer,itc1,us107,-88,34.12,1883,n,hamilton,
hac,hachijo jima,hachijo jima,hachijo jima/jp,hac,y,,jp,asia,itc3,jp,139.8,33.17,1884,y,hachijo jima,
had,halmstad,halmstad,halmstad/se,had,y,,se,europ,itc2,se095,12.82,56.68,1885,y,halmstad,
hae,havasupai,havasupai,havasupai/az/us,hae,y,az,us,namer,itc1,us109,-112.7,36.22,,y,havasupai,
haf,half moon bay,half moon bay,half moon bay/ca/us,haf,y,ca,us,namer,itc1,us110,-122.5,37.48,,n,half moon bay,
hag,the hague,the hague,the hague/nl,hag,y,,nl,europ,itc2,nl082,4.283,52.15,,n,the hague,
hah,moroni,moroni,moroni/km:intl prince said ibr,yva,y,,km,iocea,itc2,km,43.27,-11.53,,y,moroni,
hai,three rivers,three rivers,three rivers/mi/us:dr haines,hai,y,mi,us,namer,itc1,us105,-85.48,43.7,,n,three rivers,
haj,hanover,hanover,hanover/de:hanover arpt,haj,y,,de,europ,itc2,de040,9.7,52.45,1888,y,hanover,
hak,haikou,haikou,haikou/cn,hak,y,,cn,asia,itc3,cn035,110,19.98,1889,y,haikou,
hal,halali,halali,halali/na,hal,y,,na,afric,itc2,na004,13.07,-19.97,1890,n,halali,
ham,hamburg,hamburg,hamburg/de,ham,y,,de,europ,itc2,de040,9.983,53.63,1891,y,hamburg,
han,hanoi,hanoi,hanoi/vn:noibai,han,y,,vn,seasi,itc3,vn,105.9,21.03,,y,hanoi,
hao,hamilton,hamilton,hamilton/oh/us,hao,y,oh,us,namer,itc1,us105,-84.5,39.43,,n,hamilton,
hap,long island,long island,long island/ql/au,hap,y,ql,au,austl,itc3,au131,147.7,-19.17,,n,long island,
haq,hanimaadhoo,hanimaadhoo,hanimaadhoo/mv,haq,y,,mv,iocea,itc3,mv,73.15,6.733,,y,hanimaadhoo,
har,harrisburg skypo,harrisburg skyp,harrisburg/pa/us:skyport,har,y,pa,us,namer,itc1,us105,-76.82,40.3,,n,harrisburg,
has,hail,hail,hail/sa,has,y,,sa,meast,itc2,sa,41.75,27.52,1894,y,hail,
hat,heathlands,heathlands,heathlands/ql/au,hat,y,ql,au,austl,itc3,au131,140.6,-19.72,1895,n,heathlands,
hau,haugesund,haugesund,haugesund/no,hau,y,,no,europ,itc2,no083,5.3,59.42,1896,y,haugesund,
hav,havana,havana,havana/cu:jose marti intl,hav,y,,cu,carib,itc1,cu038,-82.38,23.02,1897,y,havana,
haw,haverfordwest,haverfordwest,haverfordwest/gb,haw,y,,gb,europ,itc2,gb053,-4.967,51.82,,n,haverfordwest,
hax,muskogee hax,muskogee hax,muskogee/ok/us:hatbox field,mko,y,ok,us,namer,itc1,us107,-95.37,35.67,,n,muskogee,
hay,haycock,haycock,haycock/ak/us,hay,y,ak,us,namer,itc1,us111,-161.2,65.2,1898,n,haycock,
haz,hatzfeldthaven,hatzfeldthaven,hatzfeldthaven/pg,haz,y,,pg,austl,itc3,pg,145.2,-4.333,1899,n,hatzfeldthaven,
hba,hobart,hobart,hobart/ts/au,hba,y,ts,au,austl,itc3,au008,147.5,-42.83,1900,y,hobart,
hbb,hobbs hbb,hobbs hbb,hobbs/nm/us:industrial airpark,hob,y,nm,us,namer,itc1,us108,-103.2,32.68,,n,hobbs,
hbc,hanus bay,hanus bay,hanus bay/ak/us,hbc,y,ak,us,namer,itc1,us111,-135.3,57.08,,n,hanus bay,
hbd,habi,habi,habi/pg,hbd,n,,pg,austl,itc3,pg,142.5,-6.317,,n,habi,
hbe,alexandria hbe,alexandria hbe,alexandria/eg:borg el arab,aly,y,,eg,afric,itc2,eg044,29.69,30.92,,y,alexandria,
hbg,hattiesburg bobby,hattiesburg bob,hattiesburg/ms/us:bobby l chai,hbg,y,ms,us,namer,itc1,us107,-89.27,31.32,,n,hattiesburg,
hbh,hobart bay,hobart bay,hobart bay/ak/us,hbh,y,ak,us,namer,itc1,us111,-133.5,57.4,,n,hobart bay,
hbi,harbour island,harbour island,harbour island/bs,hbi,y,,bs,carib,itc1,bs021,-77.35,25.08,,n,harbour island,
hbk,holbrook mnpl,holbrook mnpl,holbrook/az/us:municipal,hbk,y,az,us,namer,itc1,us109,-110.1,34.94,,n,holbrook,
hbl,babelegi,babelegi,babelegi/za:heliport,hbl,y,,za,afric,itc2,za,26.77,-28.17,,n,babelegi,
hbn,phu bon,phu bon,phu bon/vn,hbn,y,,vn,seasi,itc3,vn,106,12,,n,phu bon,
hbo,humboldt,humboldt,humboldt/ne/us:municipal,hbo,y,ne,us,namer,itc1,us107,-95.95,40.17,,n,humboldt,
hbr,hobart,hobart,hobart/ok/us,hbr,y,ok,us,namer,itc1,us107,-99.1,35.02,,n,hobart,
hbt,hafr albatin,hafr albatin,hafr albatin/sa,hbt,y,,sa,meast,itc2,sa,45.52,27.88,,y,hafr albatin,
hbx,hubli,hubli,hubli/in,hbx,y,,in,asia,itc3,in,75.23,15.33,,y,hubli,
hca,big spring hca,big spring hca,big spring/tx/us:howard county,hca,y,tx,us,namer,itc1,us107,-101.4,32.3,1902,n,big spring,
hcb,shoal cove,shoal cove,shoal cove/ak/us,hcb,y,ak,us,namer,itc1,us111,-131.3,55.46,,n,shoal cove,
hcc,hudson columbia c,hudson columbia,hudson/ny/us:columbia county,hcc,y,ny,us,namer,itc1,us105,-73.78,42.25,,n,hudson,
hcm,eil,eil,eil/so,hcm,y,,so,afric,itc2,so,49.92,8,1903,n,eil,
hcn,hengchun,hengchun,hengchun/tw,hcn,y,,tw,asia,itc3,tw,120.8,21.93,,y,hengchun,
hcq,halls creek,halls creek,halls creek/wa/au,hcq,y,wa,au,austl,itc3,au011,127.7,-18.23,1904,n,halls creek,
hcr,holy cross,holy cross,holy cross/ak/us,hcr,y,ak,us,namer,itc1,us111,-159.8,62.15,1905,y,holy cross,
hcs,johannesburg hcs,johannesburg hc,johannesburg/za:randburg hpt,jnb,y,,za,afric,itc2,za,28.13,-26.2,,n,johannesburg,
hcw,cheraw,cheraw,cheraw/sc/us,hcw,y,sc,us,namer,itc1,us105,-79.88,34.7,1906,n,cheraw,
hda,hidden falls,hidden falls,hidden falls/ak/us,hda,y,ak,us,namer,itc1,us111,-135,57.07,,n,hidden falls,
hdb,heidelberg,heidelberg,heidelberg/de,hdb,y,,de,europ,itc2,de040,8.4,49.42,,y,heidelberg,
hdd,hyderabad,hyderabad,hyderabad/pk,hdd,y,,pk,asia,itc3,pk163,68.38,25.3,1907,n,hyderabad,
hde,holdrege,holdrege,holdrege/ne/us:brewster field,hde,y,ne,us,namer,itc1,us107,-99.37,40.43,,n,holdrege,
hdf,heringsdorf,heringsdorf,heringsdorf/de,hdf,y,,de,europ,itc2,de040,11,54.3,,y,heringsdorf,
hdh,oahu,oahu,oahu/hi/us:dillingham airfield,hdh,y,hi,us,namer,itc1,us113,-158,21.5,,n,oahu,
hdm,hamadan,hamadan,hamadan/ir,hdm,y,,ir,meast,itc2,ir120,48.55,34.85,1909,y,hamadan,
hdn,hayden,hayden,hayden/co/us:yampa valley,hdn,y,co,us,namer,itc1,us108,-107.2,40.48,1910,y,hayden,
hdq,headquarters,headquarters,headquarters/zz,hdq,n,,zz,none,itc2,zz,,,,y,headquarters,
hdr,havadarya,havadarya,havadarya/ir:havadarya,hdr,y,,ir,meast,itc2,ir120,56.17,27.05,,n,havadarya,
hds,hoedspruit,hoedspruit,hoedspruit/za:airport,hds,y,,za,afric,itc2,za,30.97,-24.35,,y,hoedspruit,
hdy,hat yai,hat yai,hat yai/th,hdy,y,,th,seasi,itc3,th,100.5,7.017,1911,y,hat yai,
hea,herat,herat,herat/af,hea,y,,af,meast,itc3,af,62.23,34.18,1912,y,herat,
heb,henzada,henzada,henzada/mm,heb,y,,mm,seasi,itc3,mm,95.45,17.6,1913,n,henzada,
hed,herendeen,herendeen,herendeen/ak/us,hed,y,ak,us,namer,itc1,us111,-160.9,55.8,,n,herendeen,
hee,helena,helena,helena/ar/us:thompson robbins,hee,y,ar,us,namer,itc1,us107,-90.67,34.58,1914,n,helena,
heh,heho,heho,heho/mm,heh,y,,mm,seasi,itc3,mm,96.78,20.73,1915,y,heho,
hei,heide buesum,heide buesum,heide buesum/de,hei,y,,de,europ,itc2,de040,8.9,54.15,,y,heide buesum,
hek,heihe,heihe,heihe/cn,hek,y,,cn,asia,itc3,cn035,127.3,50.25,,y,heihe,
hel,helsinki,helsinki,helsinki/fi:helsinki vantaa,hel,y,,fi,europ,itc2,fi047,24.97,60.32,1917,y,helsinki,
hem,helsinki malmi,helsinki malmi,helsinki/fi:helsinki malmi,hel,y,,fi,europ,itc2,fi047,24.97,60.32,,n,helsinki,
hen,hendon,hendon,hendon/gb,hen,y,,gb,europ,itc2,gb053,-0.2333,51.58,,n,hendon,
heo,haelogo,haelogo,haelogo/pg,heo,y,,pg,austl,itc3,pg,147.6,-9.133,,n,haelogo,
her,heraklion,heraklion,heraklion/gr:n. kazantzakis ap,her,y,,gr,europ,itc2,gr058,25.18,35.33,,y,heraklion,
hes,hermiston,hermiston,hermiston/or/us:state,hes,y,or,us,namer,itc1,us110,-119.3,45.85,1919,n,hermiston,
het,hohhot,hohhot,hohhot/cn,het,y,,cn,asia,itc3,cn035,111.6,40.83,1920,y,hohhot,
hev,huelva,huelva,huelva/es,hev,y,,es,europ,itc2,es045,-6.95,37.27,,n,huelva,
hew,athens hew,athens hew,athens/gr:hellinikon,ath,y,,gr,europ,itc2,gr058,23.81,37.95,,n,athens,
hex,san  domingo hex,san  domingo he,san domingo/do:herrera,sdq,y,,do,carib,itc1,do174,-69.67,18.43,,n,san domingo,
hey,ozark hey,ozark hey,ozark hey/al/us:hanchey hpt,ozr,y,al,us,namer,itc1,us107,-85.65,31.35,,n,ozark hey,
hez,natchez,natchez,natchez/ms/us:hardy anders,hez,y,ms,us,namer,itc1,us107,-91.3,31.62,1921,n,natchez,
hfa,haifa,haifa,haifa/il,hfa,y,,il,meast,itc2,il065,35.05,32.8,1922,y,haifa,
hfd,hartford brainard,hartford braina,hartford/ct/us:brainard,hfd,y,ct,us,namer,itc1,us105,-72.7,41.75,1923,n,hartford,
hfe,hefei,hefei,hefei/cn,hfe,y,,cn,asia,itc3,cn035,117.3,31.95,1924,y,hefei,
hff,hoffman,hoffman,hoffman/nc/us:mackall aaf,hff,y,nc,us,namer,itc1,us105,-79.5,35.04,,n,hoffman,
hfn,hornafjordur,hornafjordur,hornafjordur/is,hfn,y,,is,europ,itc2,is,-15.23,64.23,,n,hornafjordur,
hfs,hagfors,hagfors,hagfors/se,hfs,y,,se,europ,itc2,se095,13.57,60.02,,n,hagfors,
hft,hammerfest,hammerfest,hammerfest/no,hft,y,,no,europ,itc2,no083,23.67,70.7,1926,y,hammerfest,
hga,hargeisa,hargeisa,hargeisa/so,hga,y,,so,afric,itc2,so,44.1,9.483,1927,y,hargeisa,
hgd,hughenden,hughenden,hughenden/ql/au,hgd,y,ql,au,austl,itc3,au131,144.2,-20.83,1928,y,hughenden,
hgh,hangzhou,hangzhou,hangzhou/cn,hgh,y,,cn,asia,itc3,cn035,120.3,30.3,1929,y,hangzhou,
hgl,helgoland,helgoland,helgoland/de,hgl,y,,de,europ,itc2,de040,7.917,54.18,1930,y,helgoland,
hgn,mae hong son,mae hong son,mae hong son/th,hgn,y,,th,seasi,itc3,th,97.97,19.3,1931,y,mae hong son,
hgo,korhogo,korhogo,korhogo/ci,hgo,y,,ci,afric,itc2,ci,-5.617,9.417,1932,n,korhogo,
hgr,hagerstown,hagerstown,hagerstown/md/us:wash county,hgr,y,md,us,namer,itc1,us105,-77.72,39.7,,n,hagerstown,
hgs,freetown hgs,freetown hgs,freetown hgs/sl:hastings,fna,y,,sl,afric,itc2,sl,-13.12,8.383,1934,n,freetown hgs,
hgt,jolon,jolon,jolon/ca/us:hunter aaf,hgt,y,ca,us,namer,itc1,us110,-121.2,36,,n,jolon,
