code,ticketing_name,teleticketing_name,extended_name,rel_city_code,is_airport,state_code,rel_country_code,rel_region_code,rel_continent_code,rel_time_zone_grp,longitude,latitude,numeric_code,is_commercial,city_name,
brm,barquisimeto,barquisimeto,barquisimeto/ve,brm,y,,ve,samer,itc1,ve,-69.33,10.07,658,y,barquisimeto,
brn,berne belp,berne belp,berne/ch:belp,brn,y,,ch,europ,itc2,ch032,7.5,46.92,659,y,berne,
bro,brownsville,brownsville,brownsville/tx/us:south padre,bro,y,tx,us,namer,itc1,us107,-97.42,25.92,660,y,brownsville,
brp,biaru,biaru,biaru/pg,brp,y,,pg,austl,itc3,pg,146.4,-7.667,661,n,biaru,
brq,brno,brno,brno/cz:turany,brq,y,,cz,eeuro,itc2,cz037,16.7,49.15,662,y,brno,
brr,barra,barra,barra/gb:north bay,brr,y,,gb,europ,itc2,gb053,-7.433,57.02,663,y,barra,
brs,bristol,bristol,bristol/gb:bristol intl,brs,y,,gb,europ,itc2,gb053,-2.583,51.45,664,y,bristol,
brt,bathurst island,bathurst island,bathurst island/nt/au,brt,y,nt,au,austl,itc3,au010,130.6,-11.77,665,n,bathurst island,
bru,brussels,brussels,brussels/be:national,bru,y,,be,europ,itc2,be012,4.483,50.9,666,y,brussels,
brv,bremerhaven,bremerhaven,bremerhaven/de:bremerhaven,brv,y,,de,europ,itc2,de040,8.917,53.75,667,y,bremerhaven,
brw,barrow will roger,barrow will rog,bar/ak/us:will rogers memorial,brw,y,ak,us,namer,itc1,us111,-156.7,71.33,,y,barrow,
brx,barahona,barahona,barahona/do,brx,y,,do,carib,itc1,do174,-71.12,18.22,669,n,barahona,
bry,bardstown,bardstown,bardstown/ky/us:samuels field,bry,y,ky,us,namer,itc1,us105,-85.47,37.82,,n,bardstown,
brz,borotou,borotou,borotou/ci,brz,y,,ci,afric,itc2,ci,-7.5,8.733,,n,borotou,
bsa,bossaso,bossaso,bossaso/so,bsa,y,,so,afric,itc2,so,49,11.5,670,y,bossaso,
bsb,brasilia,brasilia,brasilia/df/br:international,bsb,y,df,br,samer,itc1,br015,-47.93,-15.85,671,y,brasilia,
bsc,bahia solano,bahia solano,bahia solano/co,bsc,y,,co,samer,itc1,co132,-77.4,6.183,672,y,bahia solano,
bsd,baoshan,baoshan,baoshan/cn,bsd,y,,cn,asia,itc3,cn035,99.15,25.15,,y,baoshan,
bse,sematan,sematan,sematan/my,bse,y,,my,seasi,itc3,my,109.8,1.8,,n,sematan,
bsf,pohakuloa,pohakuloa,pohakuloa/hi/us:bradshaw aaf,bsf,y,hi,us,namer,itc1,us113,-155.6,19.76,,n,pohakuloa,
bsg,bata,bata,bata/gq,bsg,y,,gq,afric,itc2,gq,9.8,1.9,673,y,bata,
bsh,brighton,brighton,brighton/gb,bsh,y,,gb,europ,itc2,gb053,-0.1333,50.83,,y,brighton,
bsi,blairsville,blairsville,blairsville/pa/us,bsi,y,pa,us,namer,itc1,us105,-79.27,40.43,,n,blairsville,
bsj,bairnsdale,bairnsdale,bairnsdale/vi/au,bsj,y,vi,au,austl,itc3,au007,147.6,-37.88,674,n,bairnsdale,
bsk,biskra,biskra,biskra/dz,bsk,y,,dz,afric,itc2,dz,5.733,34.8,675,y,biskra,
bsl,basel euroairport,basel euroairpo,basel/ch:basel euroairport,eap,y,,ch,europ,itc2,ch032,7.533,47.6,676,y,basel,
bsm,bishe-kola,bishe-kola,bishe-kola/ir:bishe-kola,bsm,y,,ir,meast,itc2,ir120,52.35,36.65,,n,bishe-kola,
bsn,bossangoa,bossangoa,bossangoa/cf,bsn,y,,cf,afric,itc2,cf,17.43,6.5,677,n,bossangoa,
bso,basco,basco,basco/ph,bso,y,,ph,pacif,itc3,ph,122,20.43,678,y,basco,
bsp,bensbach,bensbach,bensbach/pg,bsp,y,,pg,austl,itc3,pg,141.1,-9.05,,n,bensbach,
bsq,bisbee,bisbee,bisbee/az/us:bisbee municipal,bsq,y,az,us,namer,itc1,us109,-109.9,31.35,,n,bisbee,
bsr,basra,basra,basra/iq:basra intl,bsr,y,,iq,meast,itc2,iq066,47.77,30.55,679,n,basra,
bss,balsas,balsas,balsas/ma/br,bss,y,ma,br,samer,itc1,br016,-46.03,-7.5,680,n,balsas,
bst,bost,bost,bost/af,bst,y,,af,meast,itc3,af,64.37,31.55,681,n,bost,
bsu,basankusu,basankusu,basankusu/cd,bsu,y,,cd,afric,itc2,cd166,19.8,1.217,682,n,basankusu,
bsv,besakoa,besakoa,besakoa/mg,bsv,y,,mg,afric,itc2,mg,47.07,-15.67,,n,besakoa,
bsw,boswell bay,boswell bay,boswell bay/ak/us,bsw,y,ak,us,namer,itc1,us111,-146.1,60.4,,n,boswell bay,
bsx,bassein,bassein,bassein/mm,bsx,y,,mm,seasi,itc3,mm,94.78,16.8,683,y,bassein,
bsy,bardera,bardera,bardera/so,bsy,y,,so,afric,itc2,so,42.33,2.35,,n,bardera,
bsz,bartletts,bartletts,bartletts/ak/us,bsz,y,ak,us,namer,itc1,us111,-157.5,58.27,,n,bartletts,
bta,bertoua,bertoua,bertoua/cm,bta,y,,cm,afric,itc2,cm,13.68,4.583,684,n,bertoua,
btb,betou,betou,betou/cg,btb,y,,cg,afric,itc2,cg,18.52,3.05,685,n,betou,
btc,batticaloa,batticaloa,batticaloa/lk,btc,y,,lk,asia,itc3,lk187,81.67,7.7,686,n,batticaloa,
btd,brunette downs,brunette downs,brunette downs/nt/au,btd,y,nt,au,austl,itc3,au010,135.9,-18.63,687,n,brunette downs,
bte,bonthe,bonthe,bonthe/sl,bte,y,,sl,afric,itc2,sl,-12.5,7.517,688,n,bonthe,
btf,bountiful,bountiful,bountiful/ut/us:salt lake sky,btf,y,ut,us,namer,itc1,us108,-111.9,40.88,,n,bountiful,
btg,batangafo,batangafo,batangafo/cf,btg,y,,cf,afric,itc2,cf,18.3,7.3,,n,batangafo,
bth,batu besar,batu besar,batu besar/:hang nadim,bth,y,,id,seasi,itc3,id061,104.1,1.067,,y,batu besar,
bti,barter island,barter island,barter island/ak/us,bti,y,ak,us,namer,itc1,us111,-143.6,70.13,689,y,barter island,
btj,banda aceh,banda aceh,banda aceh/id:blang bintang,btj,y,,id,seasi,itc3,id061,95.33,5.417,690,y,banda aceh,
btk,bratsk,bratsk,bratsk/ru,btk,y,,ru,euras,itc2,ru144,102.1,56.17,691,y,bratsk,
btl,battle creek,battle creek,battle creek/mi/us:wk kellogg,btl,y,mi,us,namer,itc1,us105,-85.25,42.3,692,n,battle creek,
btm,butte,butte,butte/mt/us,btm,y,mt,us,namer,itc1,us108,-112.5,45.95,693,y,butte,
btn,bennettsville,bennettsville,bennettsville/sc/us,btn,y,sc,us,namer,itc1,us105,-79.68,34.62,694,n,bennettsville,
bto,botopasie,botopasie,botopasie/sr,bto,y,,sr,samer,itc1,sr,-55.45,4.233,695,n,botopasie,
btp,butler,butler,butler/pa/us:graham field,btp,y,pa,us,namer,itc1,us105,-79.95,40.77,,n,butler,
btq,butare,butare,butare/rw,btq,y,,rw,afric,itc2,rw,29.73,-2.6,,n,butare,
btr,baton rouge ryan,baton rouge rya,baton rouge/la/us:ryan,btr,y,la,us,namer,itc1,us107,-91.15,30.53,,y,baton rouge,
bts,bratislava ivank,bratislava ivan,bratislava/sk:ivanka,bts,y,,sk,eeuro,itc2,sk156,17.22,48.17,697,y,bratislava,
btt,bettles,bettles,bettles/ak/us,btt,y,ak,us,namer,itc1,us111,-151.5,66.92,698,y,bettles,
btu,bintulu,bintulu,bintulu/my,btu,y,,my,seasi,itc3,my,113,3.2,699,y,bintulu,
btv,burlington,burlington,burlington/vt/us:intl,btv,y,vt,us,namer,itc1,us105,-73.15,44.47,700,y,burlington,
btw,batu licin,batu licin,batu licin/id,btw,y,,id,seasi,itc3,id062,116,-3.45,,n,batu licin,
btx,betoota,betoota,betoota/ql/au,btx,y,ql,au,austl,itc3,au131,140.8,-25.63,701,n,betoota,
bty,beatty,beatty,beatty/nv/us,bty,y,nv,us,namer,itc1,us110,-116.8,36.9,,n,beatty,
btz,bursa,bursa,bursa/tr,btz,y,,tr,euras,itc2,tr101,29.02,40.23,702,n,bursa,
bua,buka,buka,buka/pg,bua,y,,pg,austl,itc3,pg,154.6,-5.25,703,y,buka,
bub,burwell,burwell,burwell/ne/us:municipal,bub,y,ne,us,namer,itc1,us107,-99.13,41.78,,n,burwell,
buc,burketown,burketown,burketown/ql/au,buc,y,ql,au,austl,itc3,au131,139.5,-17.75,704,y,burketown,
bud,budapest,budapest,budapest/hu:ferihegy,bud,y,,hu,eeuro,itc2,hu060,19.27,47.43,705,y,budapest,
bue,buenos aires,buenos aires,buenos aires/ba/ar,bue,n,ba,ar,samer,itc1,ar003,-58.63,-34.67,,n,buenos aires,
buf,buffalo,buffalo,buffalo/ny/us:niagara intl,buf,y,ny,us,namer,itc1,us105,-78.73,42.93,707,y,buffalo,
bug,benguela gen v de,benguela gen v,benguela/ao:gen v deslandes,bug,y,,ao,afric,itc2,ao,13.38,-12.6,708,n,benguela,
buh,bucharest,bucharest,bucharest/ro,buh,n,,ro,eeuro,itc2,ro094,26.08,44.5,,n,bucharest,
bui,bokondini,bokondini,bokondini/id,bui,y,,id,seasi,itc3,id063,138.7,-3.717,710,n,bokondini,
buj,boussaada,boussaada,boussaada/dz:ain eddis,buj,y,,dz,afric,itc2,dz,4.183,35.2,,n,boussaada,
buk,albuq,albuq,albuq/ye,buk,y,,ye,meast,itc2,ye,43.77,15.83,,n,albuq,
bul,bulolo,bulolo,bulolo/pg,bul,y,,pg,austl,itc3,pg,146.7,-7.2,712,n,bulolo,
bum,butler,butler,butler/mo/us,bum,y,mo,us,namer,itc1,us107,-94.32,38.25,,n,butler,
bun,buenaventura,buenaventura,buenaventura/co,bun,y,,co,samer,itc1,co132,-77,3.833,713,y,buenaventura,
buo,burao,burao,burao/so,buo,y,,so,afric,itc2,so,45.57,9.517,714,y,burao,
bup,bhatinda,bhatinda,bhatinda/in,bup,y,,in,asia,itc3,in,74.97,30.17,,n,bhatinda,
buq,bulawayo,bulawayo,bulawayo/zw,buq,y,,zw,afric,itc2,zw,28.63,-20.02,715,y,bulawayo,
bur,burbank,burbank,burbank/ca/us:bob hope apt,bur,y,ca,us,namer,itc1,us110,-118.4,34.2,716,y,burbank,
bus,batumi,batumi,batumi/ge,bus,y,,ge,euras,itc2,ge170,41.73,41.97,717,y,batumi,
but,burtonwood,burtonwood,burtonwood/gb,but,y,,gb,europ,itc2,gb053,-2.583,53.42,718,n,burtonwood,
buu,buyo,buyo,buyo/ci,buu,y,,ci,afric,itc2,ci,-7.05,6.267,,n,buyo,
buv,bella union,bella union,bella union/uy,buv,y,,uy,samer,itc1,uy114,-57.08,-30.33,719,n,bella union,
buw,baubau,baubau,baubau/id,buw,y,,id,seasi,itc3,id062,122.6,-5.467,720,n,baubau,
bux,bunia,bunia,bunia/cd,bux,y,,cd,afric,itc2,cd167,30.22,1.567,721,y,bunia,
buy,bunbury,bunbury,bunbury/wa/au,buy,y,wa,au,austl,itc3,au011,115.6,-33.32,722,n,bunbury,
buz,bushehr,bushehr,bushehr/ir,buz,y,,ir,meast,itc2,ir120,50.83,28.98,723,y,bushehr,
bva,paris beauvais,paris beauvais,paris/fr:beauvais tille,par,y,,fr,europ,itc2,fr052,2.117,49.45,724,y,paris,
bvb,boa vista,boa vista,boa vista/rr/br,bvb,y,rr,br,samer,itc1,br018,-60.68,2.833,725,y,boa vista,
bvc,boa vista,boa vista,boa vista/cv:rabil,bvc,y,,cv,afric,itc2,cv,-22.83,16.08,726,y,boa vista,
bvd,beaver inlet,beaver inlet,beaver inlet/ak/us:sea port,bvd,y,ak,us,namer,itc1,us111,-147.4,66.36,,n,beaver inlet,
bve,brive la gaillard,brive la gailla,brive la gaillard/fr:laroche,bve,y,,fr,europ,itc2,fr052,1.467,45.15,727,y,brive la gaillard,
bvf,bua,bua,bua/fj:dama,bvf,y,,fj,austl,itc3,fj169,178.6,-16.8,728,n,bua,
bvg,berlevag,berlevag,berlevag/no,bvg,y,,no,europ,itc2,no083,29,70.87,729,y,berlevag,
bvh,vilhena,vilhena,vilhena/ro/br,bvh,y,ro,br,samer,itc1,br018,-60.13,-12.63,730,y,vilhena,
bvi,birdsville,birdsville,birdsville/ql/au,bvi,y,ql,au,austl,itc3,au131,139.3,-25.97,731,y,birdsville,
bvk,huacaraje,huacaraje,huacaraje/bo,bvk,y,,bo,samer,itc1,bo,-63.8,-13.55,,n,huacaraje,
bvl,baures,baures,baures/bo,bvl,y,,bo,samer,itc1,bo,-63.62,-13.58,,n,baures,
bvm,belmonte,belmonte,belmonte/ba/br,bvm,y,ba,br,samer,itc1,br016,-38.9,-15.85,732,n,belmonte,
bvo,bartlesville,bartlesville,bartlesville/ok/us,bvo,y,ok,us,namer,itc1,us107,-96,36.77,733,n,bartlesville,
bvp,bolovip,bolovip,bolovip/pg,bvp,y,,pg,austl,itc3,pg,141.7,-5.383,,n,bolovip,
bvr,brava,brava,brava/cv:esperadinha,bvr,y,,cv,afric,itc2,cv,-24.73,14.87,,n,brava,
bvs,breves,breves,breves/pa/br,bvs,y,pa,br,samer,itc1,br016,-50.47,-1.667,,n,breves,
bvu,beluga,beluga,beluga/ak/us,bvu,y,ak,us,namer,itc1,us111,-152.1,65.17,,n,beluga,
bvw,batavia downs,batavia downs,batavia downs/ql/au,bvw,y,ql,au,austl,itc3,au131,143.3,-12.45,,n,batavia downs,
bvx,batesville,batesville,batesville/ar/us:municipal,bvx,y,ar,us,namer,itc1,us107,-91.65,35.77,736,n,batesville,
bvy,beverly,beverly,beverly/ma/us,bvy,y,ma,us,namer,itc1,us105,-70.83,42.52,737,n,beverly,
bvz,beverley springs,beverley spring,beverley springs/wa/au,bvz,y,wa,au,austl,itc3,au011,125.5,-17.98,738,n,beverley springs,
bwa,bhairawa,bhairawa,bhairawa/np,bwa,y,,np,asia,itc3,np,83.42,27.5,739,y,bhairawa,
bwb,barrow island,barrow island,barrow island/wa/au,bwb,y,wa,au,austl,itc3,au011,115.4,-20.8,,y,barrow island,
bwc,brawley,brawley,brawley/ca/us,bwc,y,ca,us,namer,itc1,us110,-115.5,32.98,,n,brawley,
bwd,brownwood,brownwood,brownwood/tx/us,bwd,y,tx,us,namer,itc1,us107,-98.95,31.8,740,n,brownwood,
bwe,braunschweig,braunschweig,braunschweig/de:braunschweig,bwe,y,,de,europ,itc2,de040,10.5,52.17,,y,braunschweig,
bwf,barrow in furness,barrow in furne,barrow in furness/gb,bwf,y,,gb,europ,itc2,gb053,-3.233,54.12,,y,barrow in furness,
bwg,bowling green,bowling green,bowling green/ky/us:warren cnt,bwg,y,ky,us,namer,itc1,us107,-86.42,36.97,741,n,bowling green,
bwh,butterworth,butterworth,butterworth/my,pen,y,,my,seasi,itc3,my,100.3,5.3,,n,butterworth,
bwi,baltimore bwi,baltimore bwi,baltimore bwi/md/us:baltimore,was,y,md,us,namer,itc1,us105,-76.67,39.18,742,y,baltimore bwi,
bwj,bawan,bawan,bawan/pg,bwj,y,,pg,austl,itc3,pg,146.9,-6.4,,n,bawan,
bwk,bol,bol,bol/hr,bwk,y,,hr,eeuro,itc2,hr152,16.68,43.28,,y,bol,
bwl,blackwell,blackwell,blackwell/ok/us,bwl,y,ok,us,namer,itc1,us107,-97.28,36.8,,n,blackwell,
bwm,bowman,bowman,bowman/nd/us,bwm,y,nd,us,namer,itc1,us108,-103.6,46.13,743,n,bowman,
bwn,bandar seri begaw,bandar seri beg,bandar seri beg/bn:brunei intl,bwn,y,,bn,seasi,itc3,bn,114.9,4.9,744,y,bandar seri begawan,
bwo,balakovo,balakovo,balakovo/ru,bwo,y,,ru,euras,itc2,ru130,47.75,51.87,,n,balakovo,
ios,ilheus,ilheus,ilheus/ba/br:apt de ilheus,ios,y,ba,br,samer,itc1,br016,-39.03,-14.82,2160,y,ilheus,
iou,ile ouen,ile ouen,ile ouen/nc,iou,y,,nc,austl,itc3,nc165,166.8,-22.42,2161,n,ile ouen,
iow,iowa city,iowa city,iowa city/ia/us,iow,y,ia,us,namer,itc1,us107,-91.53,41.67,,n,iowa city,
ipa,ipota,ipota,ipota/vu,ipa,y,,vu,austl,itc3,vu115,169.2,-18.75,2162,y,ipota,
ipc,easter island,easter island,easter island/cl:mataveri intl,ipc,y,,cl,samer,itc1,cl034,-109.4,-27.12,2163,y,easter island,
ipe,ipil,ipil,ipil/ph,ipe,y,,ph,pacif,itc3,ph,122.6,7.783,,n,ipil,
ipg,ipiranga,ipiranga,ipiranga/am/br,ipg,y,am,br,samer,itc1,br018,-69.42,-3.333,,n,ipiranga,
iph,ipoh,ipoh,ipoh/my,iph,y,,my,seasi,itc3,my,101.1,4.567,2164,n,ipoh,
ipi,ipiales san luis,ipiales san lui,ipiales/co:san luis,ipi,y,,co,samer,itc1,co132,-77.7,0.8667,2165,y,ipiales,
ipl,el centro imperia,el centro imper,el centro/ca/us:imperial cnty,ipl,y,ca,us,namer,itc1,us110,-115.6,32.83,2166,y,el centro,
ipn,ipatinga,ipatinga,ipatinga/mg/br:usiminas,ipn,y,mg,br,samer,itc1,br015,-42.53,-19.5,2167,y,ipatinga,
ipt,williamsport,williamsport,williamsport/pa/us:reg apt,ipt,y,pa,us,namer,itc1,us105,-76.92,41.25,2169,y,williamsport,
ipu,ipiau,ipiau,ipiau/ba/br,ipu,y,ba,br,samer,itc1,br016,-39.73,-14.13,,n,ipiau,
ipw,ipswich,ipswich,ipswich/gb,ipw,y,,gb,europ,itc2,gb053,1.2,52.03,2170,y,ipswich,
iqm,qiemo,qiemo,qiemo/cn,iqm,y,,cn,asia,itc3,cn035,85.53,38.13,,y,qiemo,
iqn,qingyang,qingyang,qingyang/cn,iqn,y,,cn,asia,itc3,cn035,107.8,36.1,,y,qingyang,
iqq,iquique,iquique,iquique/cl:diego aracena,iqq,y,,cl,samer,itc1,cl033,-70.15,-20.23,2171,y,iquique,
iqt,iquitos,iquitos,iquitos/pe:c f secada,iqt,y,,pe,samer,itc1,pe155,-73.22,-3.75,2172,y,iquitos,
ira,kirakira,kirakira,kirakira/sb,ira,y,,sb,austl,itc3,sb,161.8,-10.5,2173,y,kirakira,
irb,iraan,iraan,iraan/tx/us:municipal,irb,y,tx,us,namer,itc1,us107,-101.9,30.9,,n,iraan,
irc,circle,circle,circle/ak/us:circle city,irc,y,ak,us,namer,itc1,us111,-144.1,65.83,,y,circle,
ird,ishurdi,ishurdi,ishurdi/bd,ird,y,,bd,asia,itc3,bd,89.05,24.15,2174,n,ishurdi,
ire,irece,irece,irece/ba/br,ire,y,ba,br,samer,itc1,br016,-41.87,-11.3,,n,irece,
irg,lockhart river,lockhart river,lockhart river/ql/au,irg,y,ql,au,austl,itc3,au131,143.3,-12.78,2175,y,lockhart river,
iri,iringa,iringa,iringa/tz:nduli,iri,y,,tz,afric,itc2,tz,35.77,-7.633,2176,n,iringa,
irj,la rioja,la rioja,la rioja/lr/ar,irj,y,lr,ar,samer,itc1,ar003,-66.82,-29.4,2177,y,la rioja,
irk,kirksville,kirksville,kirksville/mo/us:municipal,irk,y,mo,us,namer,itc1,us107,-92.55,40.1,2178,y,kirksville,
irn,iriona,iriona,iriona/hn,irn,y,,hn,camer,itc1,hn,-85.18,15.95,,n,iriona,
iro,birao,birao,birao/cf,iro,y,,cf,afric,itc2,cf,22.55,10.5,2179,n,birao,
irp,isiro,isiro,isiro/cd:matari,irp,y,,cd,afric,itc2,cd167,27.65,2.783,2180,n,isiro,
irs,sturgis,sturgis,sturgis/mi/us:kirsch mncpl,irs,y,mi,us,namer,itc1,us105,-85.42,41.8,,n,sturgis,
isa,mount isa,mount isa,mount isa/ql/au,isa,y,ql,au,austl,itc3,au131,139.5,-20.67,2181,y,mount isa,
isb,islamabad,islamabad,islamabad/pk:islamabad intl,isb,y,,pk,asia,itc3,pk163,73.1,33.62,,y,islamabad,
isc,is scilly st mary,is scilly st ma,isles of scilly/gb:st marys,isc,y,,gb,europ,itc2,gb053,-6.4,49.9,2182,n,isles of scilly,
isd,iscuande,iscuande,iscuande/co,isd,y,,co,samer,itc1,co132,-77.97,2.433,2183,n,iscuande,
ise,isparta,isparta,isparta/tr,ise,y,,tr,euras,itc2,tr101,30.38,37.87,,y,isparta,
isg,ishigaki,ishigaki,ishigaki/jp,isg,y,,jp,asia,itc3,jp,124.2,24.33,2184,y,ishigaki,
ish,ischia,ischia,ischia/it,ish,y,,it,europ,itc2,it067,13.83,40.63,2185,n,ischia,
isi,isisford,isisford,isisford/ql/au,isi,y,ql,au,austl,itc3,au131,144.4,-24.2,2186,n,isisford,
isj,isla mujeres,isla mujeres,isla mujeres/mx,isj,y,,mx,namer,itc1,mx168,-86.75,21.27,2187,n,isla mujeres,
isk,nasik,nasik,nasik/in:gandhinagar apt,isk,y,,in,asia,itc3,in,73.82,19.97,2188,n,nasik,
isl,isabel pass,isabel pass,isabel pass/ak/us,isl,y,ak,us,namer,itc1,us111,-145,63.5,2189,n,isabel pass,
ism,kissimmee,kissimmee,kissimmee/fl/us:municipal,ism,y,fl,us,namer,itc1,us105,-81.43,28.28,2190,n,kissimmee,
isn,williston,williston,williston/nd/us:sloulin field,isn,y,nd,us,namer,itc1,us107,-103.7,48.18,2191,y,williston,
iso,kinston,kinston,kinston/nc/us:stallings field,iso,y,nc,us,namer,itc1,us105,-77.62,35.33,2192,y,kinston,
isp,islip,islip,islip/ny/us:long island macar,isp,y,ny,us,namer,itc1,us105,-73.1,40.8,2193,y,islip,
isq,manistique,manistique,manistique/mi/us:schoolcraft,isq,y,mi,us,namer,itc1,us105,-88.25,45.95,,n,manistique,
iss,wiscasset,wiscasset,wiscasset/me/us,iss,y,me,us,namer,itc1,us105,-69.72,43.97,2194,n,wiscasset,
ist,istanbul,istanbul,istanbul/tr:ataturk,ist,y,,tr,euras,itc2,tr101,28.82,40.97,2195,y,istanbul,
isu,sulaymaniyah,sulaymaniyah,sulaymaniyah/iq:international,isu,y,,iq,meast,itc2,iq066,45.31,35.56,,n,sulaymaniyah,
