concat(code, ',,,', is_airport, ',y,n,', is_commercial, ',')	trim(state_code)	concat(',', rel_country_code, ',', rel_region_code, ',', rel_continent_code, ',', rel_time_zone_grp, ',')	longitude	,	latitude	,
tbd,,,y,y,n,n,		,co,samer,itc1,co132,	-77.65	,	2.767	,
tbe,,,y,y,n,n,		,pg,austl,itc3,pg,	143.5	,	-4.2	,
tbf,,,y,y,n,n,		,ki,austl,itc3,ki069,	174.8	,	-1.233	,
tbg,,,y,y,n,y,		,pg,austl,itc3,pg,	141.1	,	-6.15	,
tbh,,,y,y,n,y,		,ph,pacif,itc3,ph,	122	,	12.37	,
tbi,,,y,y,n,y,		,bs,carib,itc1,bs021,	-75.67	,	24.33	,
tbj,,,y,y,n,y,		,tn,afric,itc2,tn100,	8.75	,	36.95	,
tbk,,,y,y,n,n,	nt	,au,austl,itc3,au010,	130.4	,	-15.62	,
tbl,,,y,y,n,n,	wa	,au,austl,itc3,au011,	126.8	,	-17.3	,
tbm,,,y,y,n,n,		,id,seasi,itc3,id062,	112.6	,	-3.25	,
tbn,,,y,y,n,y,	mo	,us,namer,itc1,us107,	-92.15	,	37.73	,
tbo,,,y,y,n,y,		,tz,afric,itc2,tz,	32.83	,	-5.083	,
tbp,,,y,y,n,y,		,pe,samer,itc1,pe155,	-80.47	,	-3.55	,
tbq,,,y,y,n,n,		,pg,austl,itc3,pg,	152	,	-2.833	,
tbr,,,y,y,n,n,	ga	,us,namer,itc1,us105,	-81.75	,	32.48	,
tbs,,,y,y,n,y,		,ge,euras,itc2,ge170,	44.75	,	41.75	,
tbt,,,y,y,n,n,	am	,br,samer,itc1,br019,	-69.92	,	-4.233	,
tbu,,,y,y,n,y,		,to,austl,itc3,to173,	-175.3	,	-21.2	,
tbv,,,y,y,n,n,		,mh,pacif,itc3,mh075,	171.2	,	8.3	,
tbw,,,y,y,n,y,		,ru,euras,itc2,ru130,	41.43	,	52.72	,
tbx,,,y,y,n,n,		,ci,afric,itc2,ci,	-5.367	,	5.833	,
tby,,,y,y,n,n,		,bw,afric,itc2,bw,	22.47	,	-26.07	,
tbz,,,y,y,n,y,		,ir,meast,itc2,ir120,	46.25	,	38.13	,
tca,,,y,y,n,n,	nt	,au,austl,itc3,au010,	134.2	,	-19.65	,
tcb,,,y,y,n,y,		,bs,carib,itc1,bs021,	-77.37	,	26.75	,
tcc,,,y,y,n,n,	nm	,us,namer,itc1,us108,	-103.6	,	35.18	,
tcd,,,y,y,n,n,		,co,samer,itc1,co132,	-69.73	,	-2.867	,
tce,,,y,y,n,n,		,ro,eeuro,itc2,ro094,	28.82	,	45.18	,
tcf,,,y,y,n,n,		,hn,camer,itc1,hn,	-86.02	,	15.7	,
tcg,,,y,y,n,n,		,cn,asia,itc3,cn035,	83.33	,	46.67	,
tch,,,y,y,n,y,		,ga,afric,itc2,ga,	11	,	-2.817	,
tci,,,n,y,n,n,		,es,europ,itc2,es046,	-16.57	,	28.05	,
tcj,,,y,y,n,n,		,pg,austl,itc3,pg,	143.1	,	-4.017	,
tck,,,y,y,n,n,		,pg,austl,itc3,pg,	143.4	,	-4.083	,
tcl,,,y,y,n,n,	al	,us,namer,itc1,us107,	-87.62	,	33.23	,
tcm,tiw,,y,n,n,n,	wa	,us,namer,itc1,us110,	-122.5	,	47.14	,
tcn,,,y,y,n,n,		,mx,namer,itc1,mx168,	-97.42	,	18.48	,
tco,,,y,y,n,y,		,co,samer,itc1,co132,	-78.75	,	1.833	,
tcp,,,y,y,n,n,		,eg,afric,itc2,eg044,	34.92	,	29.55	,
tcq,,,y,y,n,y,		,pe,samer,itc1,pe155,	-70.3	,	-18.07	,
tcr,,,y,y,n,y,		,in,asia,itc3,in,	78.03	,	8.717	,
tcs,,,y,y,n,n,	nm	,us,namer,itc1,us108,	-107.3	,	33.12	,
tct,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-156.1	,	63	,
tcu,,,y,y,n,n,		,za,afric,itc2,za,	26.87	,	-29.28	,
tcv,,,y,y,n,n,		,mz,afric,itc2,mz,	35.28	,	-21.93	,
tcw,,,y,y,n,n,	ns	,au,austl,itc3,au007,	145.6	,	-35.82	,
tcx,,,y,y,n,n,		,ir,meast,itc2,ir120,	56.9	,	33.68	,
tcy,,,y,y,n,n,		,na,afric,itc2,na004,	13	,	-19.98	,
tda,,,y,y,n,n,		,co,samer,itc1,co132,	-71.63	,	5.267	,
tdb,,,y,y,n,n,		,pg,austl,itc3,pg,	148.1	,	-9.2	,
tdd,,,y,y,n,y,		,bo,samer,itc1,bo,	-64.82	,	-14.75	,
tdg,,,y,y,n,n,		,ph,pacif,itc3,ph,	126.2	,	9.067	,
tdj,,,y,y,n,n,		,dj,afric,itc2,dj,	42.9	,	11.8	,
tdk,,,y,y,n,n,		,kz,euras,itc3,kz164,	78.43	,	45.15	,
tdl,,,y,y,n,n,	ba	,ar,samer,itc1,ar003,	-59.2	,	-37.23	,
tdn,,,y,y,n,n,	wa	,au,austl,itc3,au011,	126.5	,	-14.75	,
tdo,,,y,y,n,n,	wa	,us,namer,itc1,us110,	-4	,	39.83	,
tdr,,,y,y,n,n,	ql	,au,austl,itc3,au131,	150.1	,	-24.98	,
tdt,,,y,y,n,n,		,za,afric,itc2,za,	31.3	,	-24.53	,
tdv,,,y,y,n,n,		,mg,afric,itc2,mg,	43.73	,	-21.7	,
tdw,ama,,y,n,n,n,	tx	,us,namer,itc1,us107,	-101.8	,	35.17	,
tdx,,,y,y,n,y,		,th,seasi,itc3,th,	102.3	,	12.27	,
tea,,,y,y,n,n,		,hn,camer,itc1,hn,	-87.45	,	15.77	,
teb,,,y,y,n,y,	nj	,us,namer,itc1,us105,	-74.07	,	40.85	,
tec,,,y,y,n,n,	pr	,br,samer,itc1,br015,	-50.65	,	-24.3	,
ted,,,y,y,n,n,		,dk,europ,itc2,dk041,	8.7	,	57.07	,
tee,,,y,y,n,y,		,dz,afric,itc2,dz,	8.117	,	35.43	,
tef,,,y,y,n,n,	wa	,au,austl,itc3,au011,	119.9	,	-22.7	,
teg,,,y,y,n,n,		,bf,afric,itc2,bf,	-0.3667	,	11.78	,
teh,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-142.5	,	63.13	,
tei,,,y,y,n,n,		,in,asia,itc3,in,	96.13	,	27.95	,
tek,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-146.7	,	60.87	,
tel,,,y,y,n,n,		,my,seasi,itc3,my,	117.1	,	5.583	,
tem,,,y,y,n,n,	ns	,au,austl,itc3,au007,	147.5	,	-34.42	,
ten,,,y,y,n,y,		,cn,asia,itc3,cn035,	102.1	,	35.67	,
teo,,,y,y,n,n,		,pg,austl,itc3,pg,	146.1	,	-8.083	,
tep,,,y,y,n,n,		,pg,austl,itc3,pg,	146.1	,	-5.533	,
teq,,,y,y,n,n,		,tr,euras,itc2,tr101,	27.98	,	41.02	,
ter,,,y,y,n,y,		,pt,europ,itc2,pt158,	-27.08	,	38.75	,
tes,,,y,y,n,n,		,er,afric,itc2,er157,	36.68	,	15.12	,
tet,,,y,y,n,y,		,mz,afric,itc2,mz,	33.97	,	-16.28	,
teu,,,y,y,n,n,		,nz,austl,itc3,nz084,	167.5	,	-45.33	,
tew,,,y,y,n,n,		,ir,meast,itc2,ir120,	52.85	,	27.83	,
tex,,,y,y,n,y,	co	,us,namer,itc1,us108,	-107.8	,	37.93	,
tey,,,y,y,n,n,		,is,europ,itc2,is,	-23.63	,	65.88	,
tez,,,y,y,n,n,		,in,asia,itc3,in,	92.78	,	26.7	,
tfb,,,n,y,n,n,		,pg,austl,itc3,pg,	141.4	,	-5.118	,
tfc,,,y,y,n,n,		,it,europ,itc2,it067,	15.07	,	37.47	,
tff,,,y,y,n,n,	am	,br,samer,itc1,br018,	-64.7	,	-3.367	,
tfi,,,y,y,n,y,		,pg,austl,itc3,pg,	149.3	,	-9.067	,
tfl,,,y,y,n,n,	mg	,br,samer,itc1,br015,	-41.5	,	-17.85	,
tfm,,,y,y,n,n,		,pg,austl,itc3,pg,	141.6	,	-5.183	,
tfn,tci,,y,n,n,y,		,es,europ,itc2,es046,	-16.33	,	28.48	,
tfr,,,y,y,n,n,		,eg,afric,itc2,eg044,	31.41	,	30.13	,
tfs,tci,,y,n,n,y,		,es,europ,itc2,es046,	-16.57	,	28.05	,
tft,,,y,y,n,n,		,pk,asia,itc3,pk163,	61.6	,	28.97	,
tfy,,,y,y,n,n,		,ma,afric,itc2,ma196,	-12.92	,	27.95	,
tga,,,n,y,n,n,		,sg,seasi,itc3,sg,		,		,
tgb,,,y,y,n,n,		,ph,pacif,itc3,ph,	120.6	,	19.48	,
tgc,,,y,y,n,y,		,my,seasi,itc3,my,	111.2	,	2.178	,
tgd,,,y,y,n,y,		,me,europ,itc2,me188,	19.25	,	42.37	,
tge,,,y,y,n,n,	al	,us,namer,itc1,us107,	-85.68	,	32.47	,
tgf,,,y,y,n,n,		,fr,europ,itc2,fr052,	6.917	,	45.5	,
tgg,,,y,y,n,y,		,my,seasi,itc3,my,	103.1	,	5.383	,
tgh,,,y,y,n,y,		,vu,austl,itc3,vu115,	168.7	,	-16.83	,
tgi,,,y,y,n,n,		,pe,samer,itc1,pe155,	-76.02	,	-9.3	,
tgj,,,y,y,n,y,		,nc,austl,itc3,nc165,	167.8	,	-21	,
tgl,,,y,y,n,n,		,pg,austl,itc3,pg,	153.5	,	-11.5	,
tgm,,,y,y,n,y,		,ro,eeuro,itc2,ro094,	24.52	,	46.52	,
tgn,,,y,y,n,n,	vi	,au,austl,itc3,au007,	146.5	,	-38.2	,
tgo,,,y,y,n,y,		,cn,asia,itc3,cn035,	122.3	,	43.5	,
tgq,,,y,y,n,n,	mt	,br,samer,itc1,br018,	-57.45	,	-14.66	,
tgr,,,y,y,n,y,		,dz,afric,itc2,dz,	6.067	,	33.08	,
tgs,,,y,y,n,n,		,mz,afric,itc2,mz,	32.42	,	-24.62	,
tgt,,,y,y,n,n,		,tz,afric,itc2,tz,	39.07	,	-5.1	,
tgu,,,y,y,n,y,		,hn,camer,itc1,hn,	-87.22	,	14.05	,
tgv,,,y,y,n,n,		,bg,eeuro,itc2,bg013,	24.5	,	42.42	,
tgx,,,y,y,n,n,		,ci,afric,itc2,ci,	-6.417	,	10.48	,
tgz,,,y,y,n,y,		,mx,namer,itc1,mx168,	-93.17	,	16.75	,
tha,,,y,y,n,n,	tn	,us,namer,itc1,us107,	-86.18	,	35.37	,
thb,,,y,y,n,n,		,ls,afric,itc2,ls,	28.17	,	-29.87	,
thc,,,y,y,n,n,		,lr,afric,itc2,lr,	-8.133	,	6.067	,
the,,,y,y,n,y,	pi	,br,samer,itc1,br016,	-42.82	,	-5.05	,
thf,ber,,y,n,n,y,		,de,europ,itc2,de040,	13.4	,	52.47	,
thg,,,y,y,n,n,	ql	,au,austl,itc3,au131,	150.6	,	-24.5	,
thh,,,y,y,n,n,		,nz,austl,itc3,nz084,	174.8	,	-37.35	,
thi,,,y,y,n,n,		,mr,afric,itc2,mr,	-9.5	,	18.45	,
thk,,,y,y,n,n,		,la,seasi,itc3,la,	104.8	,	17.4	,
thl,,,y,y,n,y,		,mm,seasi,itc3,mm,	99.95	,	20.45	,
thm,,,y,y,n,n,	mo	,us,namer,itc1,us107,	-115.4	,	47.6	,
thn,,,y,y,n,y,		,se,europ,itc2,se095,	12.3	,	58.27	,
tho,,,y,y,n,y,		,is,europ,itc2,is,	-15.33	,	66.2	,
thp,,,y,y,n,n,	wy	,us,namer,itc1,us108,	-108.2	,	43.65	,
thr,,,y,y,n,y,		,ir,meast,itc2,ir120,	51.32	,	35.69	,
ths,,,y,y,n,y,		,th,seasi,itc3,th,	99.85	,	17	,
tht,,,y,y,n,n,		,mr,afric,itc2,mr,	-10.82	,	17.23	,
thu,,,y,y,n,y,		,gl,europ,itc1,gl056,	-68.75	,	76.53	,
thv,,,y,y,n,n,	pa	,us,namer,itc1,us105,	-76.73	,	39.95	,
thy,,,y,y,n,n,		,za,afric,itc2,za,	30.38	,	-23.07	,
thz,,,y,y,n,n,		,ne,afric,itc2,ne,	5.267	,	14.88	,
tia,,,y,y,n,y,		,al,eeuro,itc2,al002,	19.78	,	41.28	,
tib,,,y,y,n,n,		,co,samer,itc1,co132,	-72.73	,	8.633	,
tic,,,y,y,n,n,		,mh,pacif,itc3,mh075,	171.8	,	7.05	,
tid,,,y,y,n,n,		,dz,afric,itc2,dz,	1.467	,	35.35	,
tie,,,y,y,n,n,		,et,afric,itc2,et,	35.58	,	7.333	,
tif,,,y,y,n,y,		,sa,meast,itc2,sa,	40.53	,	21.48	,
tig,,,y,y,n,n,		,pg,austl,itc3,pg,	149.8	,	-2.6	,
tih,,,y,y,n,y,		,pf,pacif,itc3,pf087,	-145.8	,	-15	,
tii,,,y,y,n,n,		,af,meast,itc3,af,	65.63	,	32.87	,
tij,,,y,y,n,y,		,mx,namer,itc1,mx080,	-117	,	32.55	,
tik,okc,,y,n,n,n,	ok	,us,namer,itc1,us107,	-97.55	,	35.47	,
til,,,y,y,n,n,	ab	,ca,namer,itc1,ca027,	-113.6	,	51.05	,
tim,,,y,y,n,y,		,id,seasi,itc3,id063,	136.9	,	-4.533	,
tin,,,y,y,n,y,		,dz,afric,itc2,dz,	-8.167	,	27.72	,
tio,,,y,y,n,n,		,mm,seasi,itc3,mm,	94.07	,	21.7	,
tip,,,y,y,n,y,		,ly,afric,itc2,ly122,	13.15	,	32.67	,
tiq,,,y,y,n,y,		,mp,pacif,itc3,mp,	145.6	,	15	,
tir,,,y,y,n,y,		,in,asia,itc3,in,	79.42	,	13.63	,
tis,,,y,y,n,y,	ql	,au,austl,itc3,au131,	142.3	,	-10.58	,
tiu,,,y,y,n,y,		,nz,austl,itc3,nz084,	171.2	,	-44.3	,
tiv,,,y,y,n,y,		,me,europ,itc2,me188,	18.73	,	42.4	,
tiw,,,y,y,n,n,	wa	,us,namer,itc1,us110,	-122.5	,	47.25	,
tix,,,y,y,n,n,	fl	,us,namer,itc1,us105,	-80.8	,	28.51	,
tiy,,,y,y,n,n,		,mr,afric,itc2,mr,	-11.43	,	18.55	,
tiz,,,y,y,n,y,		,pg,austl,itc3,pg,	143	,	-5.833	,
tja,,,y,y,n,y,		,bo,samer,itc1,bo,	-64.75	,	-21.53	,
tjb,,,y,y,n,n,		,id,seasi,itc3,id061,	99.8	,	2.967	,
tjc,,,y,y,n,n,		,pa,camer,itc1,pa,	-78.49	,	9.408	,
tjg,,,y,y,n,n,		,id,seasi,itc3,id061,	115.4	,	-2.217	,
tjh,,,y,y,n,n,		,jp,asia,itc3,jp,	139.8	,	37.18	,
tji,,,y,y,n,n,		,hn,camer,itc1,hn,	-85.87	,	15.97	,
tjk,,,y,y,n,n,		,tr,euras,itc2,tr101,	36.37	,	40.3	,
tjm,,,y,y,n,y,		,ru,euras,itc2,ru141,	65.53	,	57.15	,
tjn,,,y,y,n,y,		,pf,pacif,itc3,pf087,	-142.3	,	-15.85	,
tjq,,,y,y,n,y,		,id,seasi,itc3,id061,	107.7	,	-2.75	,
tjs,,,y,y,n,n,		,id,seasi,itc3,id062,	117.4	,	2.85	,
tju,,,y,y,n,y,		,tj,euras,itc3,tj136,	69.81	,	37.99	,
tjv,,,y,y,n,n,		,in,asia,itc3,in,	79.15	,	10.8	,
tka,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-150.1	,	62.3	,
tkb,,,y,y,n,n,		,pg,austl,itc3,pg,	146.6	,	-7.667	,
tkc,,,y,y,n,n,		,cm,afric,itc2,cm,	9.333	,	4.117	,
tkd,,,y,y,n,n,		,gh,afric,itc2,gh,	-1.767	,	4.9	,
tke,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-135.2	,	57.77	,
tkf,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-120.1	,	39.32	,
tkg,,,y,y,n,y,		,id,seasi,itc3,id061,	105.2	,	-5.233	,
tkh,,,y,y,n,n,		,th,seasi,itc3,th,	100.4	,	15.25	,
tki,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-133.3	,	55.93	,
tkj,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-143	,	63.3	,
tkk,,,y,y,n,y,		,fm,pacif,itc3,fm049,	151.9	,	7.467	,
tkl,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-133.9	,	58.49	,
tkm,,,y,y,n,n,		,gt,camer,itc1,gt119,	-89.65	,	17.33	,
tkn,,,y,y,n,y,		,jp,asia,itc3,jp,	128.9	,	27.83	,
tko,,,y,y,n,n,		,ls,afric,itc2,ls,	28.88	,	-29.23	,
tkp,,,y,y,n,y,		,pf,pacif,itc3,pf087,	-145.1	,	-15.45	,
tkq,,,y,y,n,y,		,tz,afric,itc2,tz,	29.67	,	-4.883	,
tkr,,,y,y,n,n,		,bd,asia,itc3,bd,	88.47	,	26.02	,
tks,,,y,y,n,y,		,jp,asia,itc3,jp,	134.6	,	34.12	,
tkt,,,y,y,n,n,		,th,seasi,itc3,th,	99.15	,	16.87	,
tku,,,y,y,n,y,		,fi,europ,itc2,fi047,	22.27	,	60.52	,
tkv,,,y,y,n,y,		,pf,pacif,itc3,pf087,	-138	,	-18.05	,
tkw,,,y,y,n,n,		,pg,austl,itc3,pg,	142.2	,	-5.25	,
tkx,,,y,y,n,y,		,pf,pacif,itc3,pf087,	-144	,	-14.43	,
tky,,,y,y,n,n,	wa	,au,austl,itc3,au011,	128.2	,	-17.05	,
tkz,,,y,y,n,n,		,nz,austl,itc3,nz084,	175.9	,	-38.23	,
tla,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-166.4	,	65.27	,
tlb,,,y,y,n,n,		,pk,asia,itc3,pk163,	72.82	,	34.13	,
tlc,mex,,y,n,n,y,		,mx,namer,itc1,mx168,	-99.57	,	19.33	,
tld,,,y,y,n,n,		,bw,afric,itc2,bw,	29.1	,	-22.17	,
tle,,,y,y,n,y,		,mg,afric,itc2,mg,	43.73	,	-23.38	,
tlf,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-153.3	,	63.38	,
tlg,,,y,y,n,n,		,sb,austl,itc3,sb,	160.2	,	-9.1	,
tlh,,,y,y,n,y,	fl	,us,namer,itc1,us105,	-84.35	,	30.4	,
tli,,,y,y,n,n,		,id,seasi,itc3,id062,	120.8	,	1.033	,
tlj,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-156	,	62.9	,
tlk,,,y,y,n,n,		,is,europ,itc2,is,	-22.25	,	65.3	,
tll,,,y,y,n,y,		,ee,eeuro,itc2,ee124,	24.8	,	59.37	,
tlm,,,y,y,n,y,		,dz,afric,itc2,dz,	-1.45	,	35.02	,
tln,,,y,y,n,y,		,fr,europ,itc2,fr052,	6.15	,	43.1	,
tlo,,,y,y,n,n,		,pg,austl,itc3,pg,	152	,	-4.983	,
tlp,,,y,y,n,n,		,pg,austl,itc3,pg,	141	,	-4.783	,
tlr,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-119.4	,	36.22	,
tls,,,y,y,n,y,		,fr,europ,itc2,fr052,	1.383	,	43.62	,
tlt,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-161	,	61.08	,
tlu,,,y,y,n,n,		,co,samer,itc1,co132,	-75.62	,	9.5	,
tlv,,,y,y,n,y,		,il,meast,itc2,il065,	34.88	,	31.98	,
tlw,,,y,y,n,n,		,pg,austl,itc3,pg,	150	,	-5.367	,
tlx,,,y,y,n,n,		,cl,samer,itc1,cl033,	-71.67	,	-35.43	,
tly,,,y,y,n,y,		,ru,euras,itc2,ru146,	136.3	,	44.81	,
tlz,,,y,y,n,n,	go	,br,samer,itc1,br015,	-47.95	,	-18.17	,
tma,,,y,y,n,n,	ga	,us,namer,itc1,us105,	-83.48	,	31.43	,
tmb,mia,,y,n,n,n,	fl	,us,namer,itc1,us105,	-80.43	,	25.65	,
tmc,,,y,y,n,y,		,id,seasi,itc3,id062,	119.4	,	-9.55	,
tmd,,,y,y,n,n,		,mr,afric,itc2,mr,	-8.167	,	16.23	,
tme,,,y,y,n,y,		,co,samer,itc1,co132,	-71.77	,	6.5	,
tmg,,,y,y,n,n,		,my,seasi,itc3,my,	118.7	,	5.4	,
tmh,,,y,y,n,n,		,id,seasi,itc3,id063,	140.3	,	-6.083	,
tmi,,,y,y,n,n,		,np,asia,itc3,np,	87.2	,	27.3	,
tmj,,,y,y,n,y,		,uz,euras,itc3,uz138,	67.28	,	37.27	,
tmk,,,y,y,n,n,		,vn,seasi,itc3,vn,	108.5	,	15.57	,
tml,,,y,y,n,y,		,gh,afric,itc2,gh,	-0.8833	,	9.417	,
tmm,,,y,y,n,y,		,mg,afric,itc2,mg,	49.4	,	-18.12	,
tmn,,,y,y,n,n,		,ki,austl,itc3,ki069,	176	,	-2.483	,
tmo,,,y,y,n,n,		,ve,samer,itc1,ve194,	-61.5	,	7.3	,
tmp,,,y,y,n,y,		,fi,europ,itc2,fi047,	23.73	,	61.47	,
tmq,,,y,y,n,n,		,bf,afric,itc2,bf,	0.3333	,	14.78	,
tmr,,,y,y,n,y,		,dz,afric,itc2,dz,	5.45	,	22.82	,
tms,,,y,y,n,y,		,st,afric,itc2,st,	6.717	,	0.3667	,
tmt,,,y,y,n,y,	pa	,br,samer,itc1,br018,	-55.58	,	-1.917	,
tmu,,,y,y,n,y,		,cr,camer,itc1,cr036,	-84.1	,	9.933	,
tmw,,,y,y,n,y,	ns	,au,austl,itc3,au007,	150.9	,	-31.08	,
tmx,,,y,y,n,y,		,dz,afric,itc2,dz,	0.2833	,	29.23	,
tmy,,,y,y,n,n,		,id,seasi,itc3,id063,	138.4	,	-3.95	,
tmz,,,y,y,n,n,		,nz,austl,itc3,nz084,	175.6	,	-37.13	,
tna,,,y,y,n,y,		,cn,asia,itc3,cn035,	117	,	36.75	,
tnb,,,y,y,n,n,		,id,seasi,itc3,id062,	116.2	,	-1.917	,
tnc,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-167.9	,	65.57	,
tnd,,,y,y,n,n,		,cu,carib,itc1,cu038,	-80	,	21.8	,
tne,,,y,y,n,n,		,jp,asia,itc3,jp,	131	,	30.55	,
tnf,par,,y,n,n,n,		,fr,europ,itc2,fr052,	2.133	,	48.8	,
tng,,,y,y,n,y,		,ma,afric,itc2,ma196,	-5.917	,	35.73	,
tnh,,,y,y,n,n,		,cn,asia,itc3,cn035,	126	,	41.75	,
tni,,,y,y,n,n,		,in,asia,itc3,in,	80.83	,	24.55	,
tnj,,,y,y,n,n,		,id,seasi,itc3,id061,	104.5	,	0.9167	,
tnk,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-165.2	,	60.5	,
tnl,,,y,y,n,n,		,ua,euras,itc2,ua127,	25.6	,	49.57	,
tnm,,,y,y,n,n,		,aq,pacif,itc2,aq,	-49.5	,	-79.5	,
tnn,,,y,y,n,y,		,tw,asia,itc3,tw,	120.2	,	22.95	,
tno,,,y,y,n,y,		,cr,camer,itc1,cr036,	-85.47	,	10.93	,
tnp,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-116.1	,	34.13	,
tnq,,,y,y,n,n,		,ki,austl,itc3,ki070,	-160.3	,	4.7	,
tnr,,,y,y,n,y,		,mg,afric,itc2,mg,	47.47	,	-18.78	,
tns,,,y,y,n,n,	nt	,ca,namer,itc1,ca029,	-128.3	,	61.95	,
tnt,mia,,y,n,n,n,	fl	,us,namer,itc1,us105,	-80.9	,	25.86	,
tnu,,,y,y,n,n,	ia	,us,namer,itc1,us107,	-93.05	,	41.7	,
tnv,,,y,y,n,n,		,ki,austl,itc3,ki070,	-159.4	,	3.833	,
tnx,,,y,y,n,n,		,kh,seasi,itc3,kh,	106	,	13.52	,
tnz,,,y,y,n,y,		,mn,asia,itc3,mn175,	98.28	,	48.74	,
toa,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-118.3	,	33.78	,
tob,,,y,y,n,n,		,ly,afric,itc2,ly122,	23.92	,	31.85	,
toc,,,y,y,n,n,	ga	,us,namer,itc1,us105,	-83.3	,	34.6	,
tod,,,y,y,n,y,		,my,seasi,itc3,my,	104.2	,	2.8	,
toe,,,y,y,n,y,		,tn,afric,itc2,tn100,	8.133	,	33.92	,
tof,,,y,y,n,y,		,ru,euras,itc2,ru142,	84.97	,	56.5	,
tog,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-160.4	,	59.07	,
toh,,,y,y,n,y,		,vu,austl,itc3,vu115,	166.6	,	-13.32	,
toi,,,y,y,n,n,	al	,us,namer,itc1,us107,	-85.97	,	31.8	,
toj,mad,,y,n,n,n,		,es,europ,itc2,es045,	-3.45	,	40.48	,
tok,,,y,y,n,n,		,pg,austl,itc3,pg,	155.3	,	-6.233	,
tol,,,y,y,n,y,	oh	,us,namer,itc1,us105,	-83.8	,	41.58	,
tom,,,y,y,n,y,		,ml,afric,itc2,ml,	-3.017	,	16.73	,
ton,,,y,y,n,n,		,pg,austl,itc3,pg,	155.6	,	-6.35	,
too,,,y,y,n,n,		,cr,camer,itc1,cr036,	-82.97	,	8.833	,
top,,,y,y,n,n,	ks	,us,namer,itc1,us107,	-95.62	,	39.07	,
toq,,,y,y,n,n,		,cl,samer,itc1,cl033,	-70.1	,	-22.15	,
tor,,,y,y,n,n,	wy	,us,namer,itc1,us108,	-104.2	,	42.05	,
tos,,,y,y,n,y,		,no,europ,itc2,no083,	19	,	69.67	,
tot,,,y,y,n,n,		,sr,samer,itc1,sr,	-56.33	,	5	,
tou,,,y,y,n,y,		,nc,austl,itc3,nc165,	165.3	,	-20.8	,
tov,,,y,y,n,n,		,vg,carib,itc1,vg,	-64.67	,	18.48	,
tow,,,y,y,n,n,	pr	,br,samer,itc1,br015,	-53.67	,	-24.77	,
tox,,,y,y,n,n,		,ru,euras,itc2,ru142,	68.23	,	58.13	,
toy,,,y,y,n,y,		,jp,asia,itc3,jp,	137.2	,	36.7	,
toz,,,y,y,n,n,		,ci,afric,itc2,ci,	-7.683	,	8.283	,
tpa,,,y,y,n,y,	fl	,us,namer,itc1,us105,	-82.53	,	27.97	,
tpc,,,y,y,n,n,		,ec,samer,itc1,ec042,	-76.33	,	-0.1333	,
tpe,,,y,y,n,y,		,tw,asia,itc3,tw,	121.2	,	25.08	,
tpf,tpa,,y,n,n,n,	fl	,us,namer,itc1,us105,	-82.45	,	27.92	,
tpg,,,y,y,n,n,		,my,seasi,itc3,my,	100.7	,	4.85	,
tph,,,y,y,n,n,	nv	,us,namer,itc1,us110,	-117.2	,	38.07	,
tpi,,,y,y,n,n,		,pg,austl,itc3,pg,	147	,	-8.367	,
tpj,,,y,y,n,y,		,np,asia,itc3,np,	87.7	,	27.3	,
tpk,,,y,y,n,n,		,id,seasi,itc3,id061,	97.18	,	3.267	,
tpl,,,y,y,n,n,	tx	,us,namer,itc1,us107,	-97.4	,	31.15	,
tpn,,,y,y,n,n,		,ec,samer,itc1,ec042,	-75.53	,	-0.7667	,
tpo,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-149.9	,	61.22	,
tpp,,,y,y,n,y,		,pe,samer,itc1,pe155,	-76.37	,	-6.5	,
tpq,,,y,y,n,y,		,mx,namer,itc1,mx079,	-104.9	,	21.5	,
tpr,,,y,y,n,n,	wa	,au,austl,itc3,au011,	117.7	,	-22.65	,
tps,,,y,y,n,y,		,it,europ,itc2,it067,	12.53	,	37.9	,
tpt,,,y,y,n,n,		,lr,afric,itc2,lr,	-8.867	,	6.5	,
tpu,,,y,y,n,n,		,np,asia,itc3,np,	85.32	,	27.72	,
tpx,,,y,y,n,n,		,pf,pacif,itc3,pf087,	-151.8	,	-16.25	,
tqn,,,y,y,n,n,		,af,meast,itc3,af,	69.53	,	36.77	,
tqr,,,y,y,n,y,		,it,europ,itc2,it067,	15.5	,	42.12	,
